SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
-21.06   	-150.15   	 30.60   	-498.47		
-23.80   	-152.59   	 28.61   	-422.18		
-25.33   	-153.20   	 26.92   	-239.06		
-25.02   	-152.28   	 25.96   	-289.93		
-23.50   	-151.06   	 24.80   	-574.77		
-22.89   	-150.45   	 22.50   	-549.34		
-23.80   	-150.76   	 20.31   	-345.88		
-25.63   	-151.98   	 18.92   	-361.14		
-27.16   	-152.59   	 17.48   	-432.35		
-27.47   	-152.28   	 15.75   	-386.57		
-26.55   	-151.06   	 14.20   	-310.27		
-25.33   	-149.54   	 12.96   	-284.84		
-24.41   	-148.32   	 11.82   	-254.32		
-24.41   	-147.09   	 10.80   	-178.03		
-24.72   	-145.26   	 10.09   	-116.99		
-24.41   	-143.43   	  9.62   	-122.07		
-23.80   	-141.91   	  9.14   	-127.16		
-23.19   	-140.99   	  8.63   	 -86.47		
-22.89   	-140.38   	  8.28   	 -91.56		
-23.80   	-139.77   	  7.91   	-116.99		
-25.63   	-139.16   	  7.45   	 -91.56		
-27.16   	-138.24   	  7.08   	 -86.47		
-28.08   	-137.63   	  6.73   	-122.07		
-27.77   	-137.02   	  6.25   	-101.73		
-26.55   	-136.41   	  5.84   	 -86.47		
-25.02   	-135.50   	  5.49   	-116.99		
-23.50   	-134.28   	  5.03   	-127.16		
-22.28   	-133.36   	  4.52   	 -96.64		
-21.06   	-133.06   	  4.13   	 -91.56		
-20.45   	-133.06   	  3.76   	 -96.64		
-20.14   	-133.67   	  3.38   	-101.73		
-20.75   	-133.97   	  2.97   	-111.90		
-21.36   	-133.67   	  2.52   	-188.20		
-21.06   	-132.45   	  1.77   	-361.14		
-20.14   	-130.62   	  0.33   	-473.04		
-18.92   	-129.09   	 -1.57   	-356.05		
-18.62   	-128.78   	 -2.99   	-137.33		
-19.23   	-130.00   	 -3.54   	 -25.43		
-20.45   	-131.53   	 -3.64(D)	  66.12		
-21.36   	-132.75   	 -3.38   	 188.20		
-21.67   	-133.06   	 -2.62   	 264.50		
-21.36   	-132.75   	 -1.57   	 284.84		
-21.36   	-133.06   	 -0.43   	 295.01		
-21.97   	-133.67   	  0.75   	 310.27		
-23.19   	-134.89   	  1.99   	 289.93		
-24.72   	-135.80   	  3.15   	 264.50		
-26.25   	-136.11   	  4.21   	 244.15		
-27.77   	-136.11   	  5.19   	 172.94		
-29.30   	-136.72   	  5.88   	  91.56		
-29.60   	-137.33   	  6.25   	  71.21		
-28.38   	-137.33   	  6.53   	  35.61		
-26.25   	-136.41   	  6.67   	 -10.17		
-23.80   	-134.28   	  6.63   	 -30.52		
-22.28   	-131.84   	  6.51   	 -35.61		
-22.28   	-130.00   	  6.37   	 -30.52		
-24.41   	-129.39   	  6.25   	 -45.78		
-27.16   	-129.70   	  6.06   	 -61.04		
-29.30   	-130.00   	  5.82   	 -61.04		
-29.91   	-129.70   	  5.57   	 -66.12		
-28.69   	-128.78   	  5.31   	 -66.12		
-26.25   	-127.56   	  5.05   	 -55.95		
-23.80   	-126.34   	  4.82   	 -40.69		
-23.50   	-125.73   	  4.66   	 -30.52		
-25.63   	-126.04   	  4.54   	  -5.09		
-29.30   	-126.65   	  4.52   	  15.26		
-32.04   	-126.95   	  4.58   	  15.26		
-32.35   	-126.34   	  4.64   	  15.26		
-30.21   	-125.12   	  4.70   	  35.61		
-27.47   	-124.21   	  4.84   	  35.61		
-25.94   	-123.29   	  4.98   	  40.69		
-26.25   	-122.99   	  5.15   	  40.69		
-27.77   	-122.07   	  5.31   	  35.61		
-28.99   	-120.24   	  5.45   	  35.61		
-29.30   	-118.41   	  5.60   	  25.43		
-28.38   	-116.58   	  5.70   	  10.17		
-26.55   	-115.36   	  5.74   	  15.26		
-24.41   	-113.83   	  5.80   	  20.35		
-22.28   	-112.00   	  5.88   	  10.17		
-19.84   	-108.95   	  5.92   	   5.09		
-17.09   	-104.68   	  5.94   	  15.26		
-13.73   	-98.27   	  6.00   	  10.17		
 -9.16   	-89.11   	  6.04   	   5.09		
 -3.05   	-75.38   	  6.06   	   5.09		
  4.27   	-56.46   	  6.08   	   0.00		
 11.60   	-33.26   	  6.08   	  -5.09		
 17.40   	 -9.46   	  6.06   	   5.09		
 20.45   	 11.90   	  6.08   	  20.35		
 21.67   	 28.99   	  6.16   	  20.35		
 22.28   	 41.81   	  6.25   	  10.17		
 23.80   	 51.27   	  6.29   	  25.43		
 27.16   	 55.54   	  6.39   	  25.43		
 30.82   	 52.80   	  6.49   	  20.35		
 32.96   	 43.33   	  6.57   	  20.35		
 31.74   	 31.13   	  6.65   	  30.52		
 27.16   	 21.67   	  6.78   	  35.61		
 18.92   	 15.26   	  6.92   	  15.26		
  9.46   	  6.71   	  6.98   	  25.43		
  0.31   	-10.07   	  7.08   	  25.43		
 -7.63   	-37.23   	  7.18   	  20.35		
-14.65   	-68.36   	  7.26   	  15.26		
-20.14   	-93.38   	  7.32   	   5.09		
-24.72   	-107.42   	  7.34   	  10.17		
-27.47   	-111.39   	  7.39   	  15.26		
-28.69   	-111.39   	  7.45   	  10.17		
-28.99   	-112.30   	  7.49   	   0.00		
-29.60   	-114.44   	  7.49   	   5.09		
-30.82   	-116.27   	  7.51   	  10.17		
-32.65   	-116.58   	  7.55   	   5.09		
-33.57   	-115.05   	  7.57   	 -10.17		
-32.96   	-112.61   	  7.53   	 -10.17		
-30.82   	-109.86   	  7.49   	   5.09		
-28.38   	-107.73   	  7.51   	   5.09		
-25.94   	-105.59   	  7.53   	  -5.09		
-24.41   	-104.06   	  7.51   	   0.00		
-23.50   	-104.68   	  7.51(E)	  15.26		
-21.36   	-111.39   	  7.57   	  10.17		
-15.56   	-126.95   	  7.61   	  10.17		
 -3.05   	-146.79   	  7.65   	  10.17		
 18.62   	-152.59   	  7.69   	  30.52		
 49.13   	-108.34   	  7.81   	  35.61		
 83.62   	 30.52   	  7.96   	  40.69		
111.69   	297.85   	  8.12   	  55.95		
124.21   	688.78   	  8.34   	  76.30		
115.05   	1144.10   	  8.65   	  76.30		
 81.79   	1566.47   	  8.95   	  76.30		
 20.45   	1846.01(R)	  9.26   	 116.99		
-204.47   	1683.65   	  9.73   	  25.43		
-353.09   	1271.67   	  9.83   	   0.00		
-486.45   	764.47   	  9.83   	 -35.61		
-565.49   	294.49   	  9.68   	 -61.04		
-570.07   	-34.79   	  9.44   	 -45.78		
-508.12   	-191.96   	  9.26   	 -25.43		
-409.24   	-214.84   	  9.16   	 -25.43		
-305.18   	-172.73   	  9.05   	 -20.35		
-214.84   	-126.95   	  8.97   	   5.09		
-143.74   	-108.34   	  8.99   	  50.86		
-89.72   	-114.14   	  9.20   	  71.21		
-50.05   	-125.73   	  9.48   	  76.30		
-22.58   	-130.31   	  9.79   	 101.73		
 -5.49   	-126.95   	 10.19   	 183.11		
  3.36   	-121.77   	 10.93   	 208.54		
  6.71   	-120.54   	 11.76   	 137.33		
  8.54   	-123.90   	 12.31   	 183.11		
 12.21   	-127.87   	 13.04   	 330.62		
 18.01   	-126.95   	 14.36   	 422.18		
 25.33   	-121.15   	 16.05   	 447.61		
 30.82   	-113.22   	 17.84   	 452.69		
 33.87   	-107.73   	 19.65   	 493.39		
 34.79   	-104.98   	 21.63   	 483.21		
 35.40   	-103.76   	 23.56   	 417.09		
 36.62   	-101.93   	 25.23   	 834.18		
 39.06   	-93.38   	 28.57   	 356.05		
 39.37   	-87.89   	 29.99   	 259.41		
 38.45   	-83.01   	 31.03   	 208.54		
 36.62   	-78.74   	 31.86   	 183.11		
 34.79   	-75.07   	 32.59   	 137.33		
 34.79   	-70.80   	 33.14   	 106.82		
 36.93   	-65.92   	 33.57   	  76.30		
 40.28   	-60.42   	 33.88   	  30.52		
 43.03   	-55.54   	 34.00   	  10.17		
 44.86   	-50.96   	 34.04   	  25.43		
 45.47   	-46.69   	 34.14   	  25.43		
 45.78   	-41.81   	 34.24   	  35.61		
 46.39   	-36.01   	 34.38   	  71.21		
 47.00   	-29.60   	 34.67   	 101.73		
 47.91   	-23.50   	 35.08   	  86.47		
 50.05   	-17.40   	 35.42   	  91.56		
 53.10   	-11.29   	 35.79   	 162.77		
 57.07   	 -4.88   	 36.44   	 162.77		
 60.42   	  2.14   	 37.09   	 137.33		
 63.17   	  9.16   	 37.64   	 132.25		
 65.31   	 16.48   	 38.17   	 111.90		
 67.75   	 23.50   	 38.62   	  71.21		
 70.80   	 30.82   	 38.90   	  55.95		
 74.16   	 38.45   	 39.12   	  25.43		
 77.51   	 47.00   	 39.23   	 -15.26		
 85.14   	 65.92   	 39.17   	 -20.35		
 90.64   	 76.60   	 39.08   	 -25.43		
 97.05   	 88.81   	 38.98   	 -40.69		
103.15   	102.54   	 38.82   	 -30.52		
108.34   	118.10   	 38.70   	 -10.17		
112.30   	134.28   	 38.66   	   0.00		
115.66   	150.45   	 38.66   	   5.09		
118.71   	166.02   	 38.68   	   5.09		
122.38   	180.97   	 38.70   	   5.09		
125.43   	196.53   	 38.72   	  -5.09		
127.87   	213.01   	 38.70   	 -10.17		
129.39   	230.10   	 38.66   	 -25.43		
130.92   	247.50   	 38.56   	 -25.43		
133.36   	264.89   	 38.45   	 -25.43		
135.80   	281.37   	 38.35   	 -35.61		
138.55   	297.85   	 38.21   	 -40.69		
140.08   	314.33   	 38.05   	 -30.52		
140.08   	329.90   	 37.92   	 -20.35		
137.63   	343.93   	 37.84   	  -5.09		
133.67   	354.92   	 37.82   	  -5.09		
128.78   	362.24   	 37.80   	   0.00		
123.60   	364.99   	 37.80   	  20.35		
118.71   	362.24   	 37.88   	  30.52		
112.61   	353.09   	 38.01   	  35.61		
104.98   	336.00   	 38.15   	  40.69		
 94.91   	310.97   	 38.31   	  61.04		
 83.01   	278.63   	 38.56   	  81.38		
 70.50   	241.39   	 38.88   	  61.04		
 57.98   	201.42   	 39.12   	  25.43		
 45.78   	160.22   	 39.23   	  35.61		
 34.18   	118.71   	 39.37   	  40.69		
 23.19   	 79.04   	 39.53(S)	   0.00		
 14.04   	 42.42   	 39.53   	 -20.35		
  6.41   	 10.07   	 39.45   	 -20.35		
  0.31   	-18.01   	 39.37   	 -35.61		
 -5.49   	-41.50   	 39.23   	 -40.69		
-11.29   	-61.34   	 39.06   	 -45.78		
-15.87   	-77.82   	 38.88   	 -66.12		
-18.31   	-91.55   	 38.62   	 -81.38		
-19.23   	-102.54   	 38.29   	 -96.64		
-18.92   	-111.08   	 37.90   	-111.90		
-18.92   	-116.88   	 37.46   	-157.68		
-19.84   	-120.85   	 36.83   	-208.54		
-21.67   	-123.60   	 35.99   	-259.41		
-24.11   	-126.04   	 34.95   	-340.79		
-26.25   	-128.48   	 33.59   	-442.52		
-27.47   	-130.92   	 31.82   	-412.00		
-28.08   	-132.75   	 30.17   	-223.80		
-27.77   	-133.36   	 29.28   	-249.24		
-26.86   	-133.06   	 28.28   	-534.08		
-26.55   	-132.45   	 26.14   	-584.94		
-27.16   	-131.84   	 23.80   	-422.18		
-28.08   	-131.53   	 22.12   	-401.83		
-28.69   	-131.23   	 20.51   	-493.39		
-28.08   	-130.62   	 18.54   	-442.52		
-27.16   	-129.70   	 16.76   	-350.97		
-26.55   	-128.78   	 15.36   	-310.27		
-27.47   	-128.17   	 14.12   	-274.67		
-29.91   	-127.56   	 13.02   	-208.54		
-32.35   	-126.34   	 12.19   	-172.94		
-32.96   	-124.82   	 11.50   	-137.33		
-32.04   	-123.29   	 10.95   	-101.73		
-29.60   	-121.77   	 10.54   	 -81.38		
-27.47   	-120.85   	 10.21   	 -86.47		
-25.94   	-119.32   	  9.87   	 -91.56		
-24.41   	-117.19   	  9.50   	 -71.21		
-22.58   	-113.83   	  9.22   	 -71.21		
-20.14   	-109.86   	  8.93   	 -76.30		
-18.01   	-106.81   	  8.63   	 -81.38		
-17.09   	-105.29   	  8.30   	 -71.21		
-17.09   	-105.29   	  8.02   	 -71.21		
-17.40   	-106.51   	  7.73   	 -76.30		
-18.01   	-108.34   	  7.43   	 -91.56		
-19.23   	-109.56   	  7.06   	-167.85		
-21.06   	-110.17   	  6.39   	-244.15		
-22.28   	-110.17   	  5.41   	-218.72		
-22.58   	-109.86   	  4.54   	-157.68		
-20.75   	-108.95   	  3.91   	-116.99		
-18.01   	-107.73   	  3.44   	 -76.30		
-14.65   	-106.20   	  3.13   	 -35.61		
-12.51   	-104.68   	  2.99   	 -10.17		
-10.99   	-103.15   	  2.95(D)	   0.00		
-10.07   	-102.23   	  2.95   	  15.26		
 -9.77   	-101.01   	  3.01   	  15.26		
 -9.46   	-100.71   	  3.07   	 -10.17		
 -9.77   	-101.01   	  3.03   	   0.00		
-10.38   	-102.54   	  3.03   	  45.78		
-11.29   	-103.76   	  3.21   	  96.64		
-11.29   	-104.68   	  3.60   	 147.51		
-11.29   	-104.37   	  4.19   	 178.03		
-11.60   	-103.45   	  4.90   	 198.37		
-12.82   	-103.45   	  5.70   	 198.37		
-14.65   	-104.37   	  6.49   	 183.11		
-16.78   	-106.20   	  7.22   	 147.51		
-17.70   	-107.73   	  7.81   	 122.07		
-17.40   	-108.03   	  8.30   	  91.56		
-15.87   	-107.42   	  8.67   	  66.12		
-14.34   	-106.20   	  8.93   	  30.52		
-13.73   	-105.29   	  9.05   	  20.35		
-14.04   	-104.98   	  9.14   	   5.09		
-14.34   	-104.37   	  9.16   	  -5.09		
-14.34   	-103.76   	  9.14   	 -40.69		
-14.04   	-102.84   	  8.97   	 -61.04		
-14.34   	-102.54   	  8.73   	 -66.12		
-15.87   	-103.15   	  8.46   	 -76.30		
-18.31   	-104.37   	  8.16   	 -86.47		
-20.45   	-105.29   	  7.81   	 -86.47		
-21.36   	-105.29   	  7.47   	 -81.38		
-20.14   	-104.68   	  7.14   	 -66.12		
-17.70   	-103.45   	  6.88   	 -61.04		
-14.95   	-101.93   	  6.63   	 -45.78		
-13.12   	-100.40   	  6.45   	 -30.52		
-12.51   	-99.18   	  6.33   	 -25.43		
-12.82   	-98.27   	  6.23   	  -5.09		
-13.12   	-97.66   	  6.21   	   5.09		
-13.73   	-97.35   	  6.23   	   5.09		
-13.73   	-97.05   	  6.25   	   5.09		
-14.04   	-96.74   	  6.27   	   5.09		
-14.95   	-96.74   	  6.29   	  20.35		
-16.78   	-97.66   	  6.37   	  20.35		
-18.92   	-98.88   	  6.45   	  30.52		
-20.75   	-100.10   	  6.57   	  50.86		
-21.36   	-100.71   	  6.78   	  55.95		
-20.45   	-99.49   	  7.00   	  45.78		
-19.23   	-96.44   	  7.18   	  50.86		
-17.70   	-91.25   	  7.39   	  50.86		
-16.48   	-83.62   	  7.59   	  45.78		
-13.73   	-72.33   	  7.77   	  25.43		
 -9.46   	-56.76   	  7.87   	   5.09		
 -3.66   	-36.32   	  7.89   	  10.17		
  2.14   	-13.43   	  7.93   	   0.00		
  7.32   	  9.77   	  7.93   	  -5.09		
 11.60   	 30.21   	  7.91   	 -15.26		
 15.26   	 46.08   	  7.85   	 -15.26		
 19.23   	 57.68   	  7.79   	 -10.17		
 23.50   	 64.70   	  7.75   	 -10.17		
 27.77   	 65.92   	  7.71   	 -15.26		
 31.43   	 61.34   	  7.65   	 -10.17		
 33.57   	 53.41   	  7.61   	   0.00		
 33.57   	 46.39   	  7.61   	   5.09		
 29.60   	 42.11   	  7.63   	   5.09		
 21.97   	 36.93   	  7.65   	  10.17		
 11.29   	 25.02   	  7.69   	  10.17		
  0.31   	  0.92   	  7.73   	  20.35		
 -9.77   	-32.96   	  7.81   	  20.35		
-17.09   	-67.44   	  7.89   	  20.35		
-21.36   	-93.08   	  7.98   	  20.35		
-22.28   	-106.20   	  8.06   	  10.17		
-21.06   	-108.34   	  8.10   	  20.35		
-19.53   	-106.20   	  8.18   	  20.35		
-18.92   	-103.45   	  8.26   	  15.26		
-19.23   	-102.23   	  8.32   	  20.35		
-19.53   	-101.01   	  8.40   	  20.35		
-18.31   	-99.18   	  8.48   	  20.35		
-15.87   	-96.44   	  8.57   	  10.17		
-13.43   	-93.69   	  8.61   	   5.09		
-11.60   	-91.25   	  8.63   	   5.09		
-10.68   	-89.11   	  8.65   	   5.09		
-10.07   	-87.28   	  8.67   	 -10.17		
 -9.77   	-87.28   	  8.63   	 -15.26		
 -9.46   	-92.47   	  8.57   	  -5.09		
 -6.41   	-106.20   	  8.55   	 -10.17		
  2.14   	-126.04   	  8.50   	 -25.43		
 19.84   	-137.02   	  8.40   	 -20.35		
 47.30   	-106.20   	  8.32   	 -10.17		
 78.43   	 11.90   	  8.28   	   0.00		
101.32   	256.65   	  8.28   	   0.00		
104.68   	632.63   	  8.28(E)	  25.43		
 83.31   	1090.39   	  8.38   	  35.61		
 40.59   	1535.64   	  8.52   	  50.86		
-18.62   	1858.52(R)	  8.73   	  96.64		
-189.51   	1799.32   	  9.11   	  50.86		
-302.73   	1411.13   	  9.32   	  55.95		
-413.51   	894.17   	  9.54   	  40.69		
-490.42   	383.61   	  9.70   	  20.35		
-506.90   	  5.49   	  9.79   	  10.17		
-458.07   	-181.27   	  9.83   	  15.26		
-363.46   	-202.33   	  9.89   	  30.52		
-255.13   	-136.11   	 10.01   	  25.43		
-159.91   	-66.22   	 10.11   	  10.17		
-90.94   	-41.50   	 10.15   	  30.52		
-48.22   	-61.95   	 10.27   	  55.95		
-23.50   	-97.05   	 10.50   	  71.21		
 -7.32   	-117.80   	 10.78   	  66.12		
  5.49   	-117.49   	 11.05   	  86.47		
 15.26   	-107.12   	 11.39   	 132.25		
 20.75   	-100.71   	 11.92   	 203.46		
 23.50   	-102.84   	 12.74   	 223.80		
 25.63   	-109.25   	 13.63   	 116.99		
 28.99   	-112.00   	 14.10   	 127.16		
 33.87   	-107.73   	 14.61   	 406.92		
 37.54   	-100.40   	 16.24   	 528.99		
 38.45   	-94.60   	 18.35   	 315.36		
 36.93   	-91.86   	 19.61   	 274.67		
 35.71   	-90.03   	 20.71   	 508.65		
 36.32   	-87.59   	 22.75   	 951.17		
 43.03   	-79.35   	 26.55   	 442.52		
 45.17   	-75.99   	 28.32   	 462.87		
 44.25   	-73.55   	 30.17   	 325.53		
 40.59   	-71.72   	 31.47   	 223.80		
 36.93   	-69.27   	 32.37   	 198.37		
 35.10   	-65.31   	 33.16   	 162.77		
 35.71   	-60.42   	 33.81   	 101.73		
 38.15   	-55.24   	 34.22   	  71.21		
 39.98   	-50.96   	 34.51   	  71.21		
 40.28   	-47.30   	 34.79   	  35.61		
 39.37   	-43.64   	 34.93   	  35.61		
 39.06   	-38.76   	 35.08   	 122.07		
 39.98   	-32.65   	 35.56   	 178.03		
 41.81   	-26.25   	 36.28   	 178.03		
 44.25   	-19.84   	 36.99   	 198.37		
 45.78   	-13.73   	 37.78   	 228.89		
 46.39   	 -8.24   	 38.70   	 188.20		
 47.00   	 -3.05   	 39.45   	 142.42		
 48.52   	  2.44   	 40.02   	 122.07		
 51.88   	  8.54   	 40.51   	  76.30		
 55.85   	 15.56   	 40.81   	  20.35		
 60.12   	 22.58   	 40.90(S)	 -15.26		
 63.17   	 29.60   	 40.83   	 -40.69		
 64.39   	 36.93   	 40.67   	 -55.95		
 65.00   	 44.56   	 40.45   	-188.20		
 67.14   	 62.87   	 39.69   	-101.73		
 68.66   	 72.33   	 39.29   	 -76.30		
 70.50   	 82.70   	 38.98   	 -66.12		
 72.94   	 94.30   	 38.72   	 -55.95		
 75.68   	106.81   	 38.49   	 -35.61		
 79.04   	120.24   	 38.35   	  10.17		
 82.40   	133.67   	 38.39   	  20.35		
 86.06   	147.40   	 38.47   	  15.26		
 89.72   	162.05   	 38.53   	  25.43		
 93.69   	177.92   	 38.64   	  30.52		
 97.66   	194.40   	 38.76   	  15.26		
100.40   	210.57   	 38.82   	   5.09		
101.62   	225.83   	 38.84   	  -5.09		
101.62   	240.48   	 38.82   	 -10.17		
100.71   	255.43   	 38.78   	 -15.26		
 99.79   	270.69   	 38.72   	 -15.26		
 99.79   	286.56   	 38.66   	 -25.43		
100.10   	301.51   	 38.56   	 -25.43		
100.71   	314.94   	 38.45   	 -15.26		
101.01   	326.54   	 38.39   	 -10.17		
100.10   	335.08   	 38.35   	 -10.17		
 97.05   	339.66   	 38.31   	  -5.09		
 92.47   	339.36   	 38.29   	  -5.09		
 86.06   	332.64   	 38.27   	  -5.09		
 78.13   	318.60   	 38.25   	   5.09		
 69.27   	296.94   	 38.27   	  10.17		
 59.51   	267.64   	 38.31   	  20.35		
 49.74   	232.85   	 38.39   	  15.26		
 39.67   	194.40   	 38.45   	  20.35		
 30.21   	154.72   	 38.53   	  25.43		
 21.67   	115.05   	 38.64   	  50.86		
 14.34   	 76.60   	 38.84   	  30.52		
  7.63   	 40.28   	 38.96   	   0.00		
  1.53   	  7.02   	 38.96   	 -15.26		
 -4.88   	-23.19   	 38.90   	 -50.86		
-11.29   	-49.74   	 38.70   	 -45.78		
-17.40   	-72.94   	 38.51   	 -61.04		
-22.58   	-92.47   	 38.27   	 -91.56		
-25.63   	-108.03   	 37.90   	-122.07		
-26.86   	-119.32   	 37.42   	-152.59		
-26.55   	-127.26   	 36.81   	-198.37		
-25.33   	-132.45   	 36.01   	-244.15		
-24.41   	-136.11   	 35.04   	-289.93		
-24.41   	-138.55   	 33.88   	-330.62		
-25.63   	-140.99   	 32.55   	-386.57		
-26.86   	-143.13   	 31.01   	-457.78		
-27.77   	-145.26   	 29.18   	-447.61		
-27.47   	-146.48   	 27.39   	-345.88		
-25.94   	-146.48   	 26.00   	-315.36		
-24.11   	-146.18   	 24.74   	-406.92		
-23.50   	-145.57   	 23.11   	-452.69		
-24.72   	-144.96   	 21.30   	-386.57		
-26.25   	-144.04   	 19.76   	-340.79		
-27.16   	-142.21   	 18.39   	-350.97		
-27.16   	-139.47   	 16.99   	-315.36		
-26.25   	-136.41   	 15.73   	-254.32		
-25.02   	-133.97   	 14.71   	-244.15		
-24.41   	-132.75   	 13.73   	-249.24		
-24.41   	-133.06   	 12.74   	-249.24		
-24.41   	-133.97   	 11.74   	-279.75		
-24.11   	-134.89   	 10.62   	-274.67		
-23.80   	-135.50   	  9.52   	-203.46		
-23.19   	-134.89   	  8.71   	-142.42		
-22.28   	-133.36   	  8.14   	-111.90		
-21.36   	-131.23   	  7.69   	 -91.56		
-19.84   	-128.78   	  7.32   	 -50.86		
-18.01   	-126.95   	  7.12   	 -25.43		
-15.87   	-125.73   	  7.02   	 -25.43		
-14.04   	-124.82   	  6.92   	 -25.43		
-12.51   	-124.21   	  6.82   	 -30.52		
-11.60   	-123.60   	  6.69   	 -35.61		
-11.60   	-123.29   	  6.55   	 -50.86		
-12.21   	-123.29   	  6.35   	 -55.95		
-12.51   	-123.29   	  6.12   	 -55.95		
-12.82   	-123.29   	  5.90   	 -66.12		
-12.51   	-122.99   	  5.64   	 -71.21		
-11.90   	-122.07   	  5.35   	 -71.21		
-10.99   	-120.85   	  5.07   	 -81.38		
-10.38   	-120.24   	  4.74   	 -71.21		
 -9.77   	-120.24   	  4.46   	 -61.04		
 -9.77   	-120.54   	  4.21   	 -40.69		
-10.38   	-121.15   	  4.05   	 -25.43		
-11.60   	-121.46   	  3.95   	  -5.09		
-13.12   	-121.15   	  3.93(D)	  10.17		
-14.04   	-120.85   	  3.97   	  25.43		
-14.04   	-119.93   	  4.07   	  50.86		
-13.43   	-119.63   	  4.27   	  61.04		
-13.43   	-120.24   	  4.52   	  76.30		
-14.95   	-121.77   	  4.82   	  91.56		
-17.70   	-123.60   	  5.19   	 101.73		
-20.14   	-125.43   	  5.60   	  91.56		
-21.06   	-126.65   	  5.96   	  81.38		
-20.45   	-126.65   	  6.29   	  96.64		
-19.23   	-126.65   	  6.67   	  81.38		
-18.31   	-126.95   	  7.00   	  45.78		
-18.62   	-127.87   	  7.18   	  35.61		
-20.45   	-129.09   	  7.32   	  30.52		
-23.19   	-130.31   	  7.45   	  20.35		
-25.33   	-130.62   	  7.53   	   0.00		
-26.55   	-130.00   	  7.53   	 -15.26		
-26.25   	-128.48   	  7.47   	 -20.35		
-24.72   	-126.34   	  7.39   	 -25.43		
-22.58   	-124.51   	  7.28   	 -45.78		
-20.75   	-123.60   	  7.10   	 -45.78		
-19.23   	-123.90   	  6.92   	 -40.69		
-18.31   	-124.51   	  6.75   	 -45.78		
-18.31   	-125.12   	  6.57   	 -61.04		
-18.92   	-124.82   	  6.33   	 -55.95		
-20.14   	-123.90   	  6.10   	 -45.78		
-21.67   	-123.29   	  5.92   	 -40.69		
-23.80   	-123.60   	  5.76   	 -40.69		
-25.63   	-124.51   	  5.60   	 -35.61		
-27.16   	-126.04   	  5.45   	 -25.43		
-28.38   	-126.65   	  5.35   	 -10.17		
-28.69   	-126.65   	  5.31   	   0.00		
-27.77   	-125.43   	  5.31   	  10.17		
-25.33   	-122.99   	  5.35   	  25.43		
-22.89   	-120.54   	  5.45   	  45.78		
-20.75   	-118.41   	  5.64   	  45.78		
-19.84   	-116.88   	  5.82   	  35.61		
-19.23   	-116.27   	  5.96   	  50.86		
-18.92   	-115.97   	  6.16   	  61.04		
-18.01   	-115.97   	  6.41   	  55.95		
-16.78   	-115.66   	  6.63   	  30.52		
-15.26   	-114.75   	  6.75   	  20.35		
-13.43   	-113.53   	  6.84   	  15.26		
-10.99   	-111.08   	  6.90   	   5.09		
 -8.24   	-106.81   	  6.92   	 -10.17		
 -4.58   	-99.18   	  6.88   	 -10.17		
  0.31   	-86.98   	  6.84   	 -15.26		
  5.80   	-69.27   	  6.78   	 -20.35		
 10.99   	-47.00   	  6.69   	 -25.43		
 16.17   	-22.58   	  6.59   	 -25.43		
 20.14   	  0.31   	  6.49   	 -20.35		
 24.11   	 18.62   	  6.41   	 -10.17		
 27.77   	 31.43   	  6.37   	 -10.17		
 31.43   	 38.45   	  6.33   	 -20.35		
 34.79   	 39.37   	  6.25   	 -15.26		
 38.15   	 34.79   	  6.19   	   0.00		
 40.28   	 26.86   	  6.19   	   0.00		
 39.98   	 19.23   	  6.19   	   0.00		
 36.32   	 13.73   	  6.19   	   0.00		
 28.99   	  7.63   	  6.19   	   5.09		
 19.23   	 -4.88   	  6.21   	  10.17		
  9.46   	-28.69   	  6.25   	  15.26		
  0.31   	-61.34   	  6.31   	  15.26		
 -7.63   	-94.60   	  6.37   	  10.17		
-13.43   	-118.41   	  6.41   	  15.26		
-16.78   	-129.39   	  6.47   	  20.35		
-16.78   	-130.62   	  6.55   	  10.17		
-14.95   	-128.78   	  6.59   	   5.09		
-12.51   	-128.17   	  6.61   	  10.17		
-11.60   	-129.70   	  6.65   	  10.17		
-12.21   	-131.23   	  6.69   	   0.00		
-13.12   	-130.92   	  6.69   	  -5.09		
-14.34   	-129.09   	  6.67   	   0.00		
-15.87   	-127.26   	  6.67   	  10.17		
-18.62   	-126.04   	  6.71   	  10.17		
-22.89   	-125.73   	  6.75   	   5.09		
-26.86   	-125.73   	  6.78   	  -5.09		
-28.69   	-126.34   	  6.75   	   5.09		
-27.47   	-131.84   	  6.78   	  10.17		
-21.06   	-145.26   	  6.82   	  -5.09		
 -7.93   	-163.57   	  6.80   	 -20.35		
 13.73   	-169.37   	  6.71   	 -15.26		
 43.64   	-126.95   	  6.65   	 -10.17		
 75.07   	  8.54   	  6.61   	  -5.09		
 96.13   	272.22   	  6.59   	   0.00		
 96.13   	659.18   	  6.59(E)	   5.09		
 70.80   	1111.45   	  6.61   	  20.35		
 22.89   	1531.98   	  6.69   	  30.52		
-44.56   	1810.61(R)	  6.82   	  76.30		
-243.53   	1638.79   	  7.12   	  50.86		
-368.35   	1213.99   	  7.32   	  40.69		
