SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  LFA     	  LFA'		  RV     	  RV'		
 39.98   	 43.64   	 49.58   	 -61.04		 34.81   	-157.68		
 40.28   	 33.57   	 49.34   	 -71.21		 34.18   	-172.94		
 39.98   	 25.33   	 49.05   	 -76.30		 33.49   	-193.29		
 37.84   	 17.40   	 48.75   	 -86.47		 32.72   	-223.80		
 34.48   	 10.07   	 48.40   	 -86.47		 31.82   	-254.32		
 31.13   	  2.75   	 48.06   	 -91.56		 30.80   	-259.41		
 28.99   	 -3.36   	 47.69   	 -96.64		 29.77   	-269.58		
 28.08   	 -7.63   	 47.30   	-101.73		 28.69   	-305.19		
 28.08   	 -9.77   	 46.90   	-111.90		 27.47   	-325.53		
 28.38   	 -9.77   	 46.45   	-116.99		 26.16   	-320.45		
 28.38   	 -9.16   	 45.98   	-127.16		 24.88   	-340.79		
 27.77   	 -8.54   	 45.47   	-137.33		 23.52   	-371.31		
 26.25   	 -8.85   	 44.92   	-147.51		 22.03   	-366.22		
 24.41   	 -9.16   	 44.33   	-162.77		 20.57   	-340.79		
 23.19   	 -9.16   	 43.68   	-172.94		 19.21   	-340.79		
 23.19   	 -9.16   	 42.99   	-183.11		 17.84   	-335.71		
 24.11   	 -8.85   	 42.26   	-188.20		 16.50   	-325.53		
 25.33   	 -8.54   	 41.51   	-193.29		 15.20   	-305.19		
 25.63   	 -8.85   	 40.73   	-183.11		 13.98   	-284.84		
 25.63   	 -9.16   	 40.00   	-178.03		 12.84   	-259.41		
 25.63   	 -8.85   	 39.29   	-167.85		 11.80   	-228.89		
 26.25   	 -8.85   	 38.62   	-152.59		 10.89   	-208.54		
 26.86   	 -9.16   	 38.01   	-142.42		 10.05   	-172.94		
 27.16   	-10.07   	 37.44   	-122.07		  9.36   	-137.33		
 26.86   	-11.60   	 36.95   	-111.90		  8.81   	-122.07		
 26.25   	-12.82   	 36.50   	 -96.64		  8.32   	 -96.64		
 25.94   	-13.43   	 36.11   	 -91.56		  7.93   	 -71.21		
 26.25   	-13.12   	 35.75   	 -81.38		  7.65   	 -45.78		
 26.86   	-13.12   	 35.42   	 -71.21		  7.47   	 -30.52		
 26.86   	-13.12   	 35.14   	 -76.30		  7.34   	 -20.35		
 26.25   	-13.73   	 34.83   	 -66.12		  7.26   	  -5.09		
 24.72   	-13.73   	 34.57   	 -71.21		  7.24(D)	  15.26		
 23.50   	-13.43   	 34.28   	 -61.04		  7.30   	  15.26		
 23.19   	-12.82   	 34.04   	 -66.12		  7.37   	  10.17		
 24.41   	-12.21   	 33.77   	 -61.04		  7.41   	  15.26		
 25.94   	-11.29   	 33.53   	 -66.12		  7.47   	  -5.09		
 27.47   	-11.29   	 33.27   	 -61.04		  7.45   	 -10.17		
 27.77   	-11.60   	 33.02   	 -66.12		  7.41   	 -10.17		
 27.16   	-12.21   	 32.76   	 -55.95		  7.37   	   0.00		
 26.25   	-13.12   	 32.53   	 -61.04		  7.37   	   0.00		
 25.33   	-14.04   	 32.29   	 -50.86		  7.37   	  25.43		
 25.02   	-14.34   	 32.09   	 -50.86		  7.47   	  40.69		
 25.33   	-14.04   	 31.88   	 -50.86		  7.63   	  55.95		
 25.63   	-13.43   	 31.68   	 -45.78		  7.85   	  66.12		
 25.63   	-12.21   	 31.50   	 -40.69		  8.12   	  81.38		
 25.63   	-10.99   	 31.33   	 -45.78		  8.44   	  81.38		
 25.33   	-10.38   	 31.15   	 -35.61		  8.77   	  81.38		
 24.72   	-10.38   	 31.01   	 -40.69		  9.09   	  81.38		
 24.11   	-11.60   	 30.84   	 -35.61		  9.42   	  71.21		
 23.19   	-13.43   	 30.70   	 -30.52		  9.70   	  55.95		
 21.36   	-14.65   	 30.58   	 -35.61		  9.93   	  50.86		
 19.53   	-14.34   	 30.44   	 -30.52		 10.13   	  35.61		
 18.31   	-11.29   	 30.32   	 -30.52		 10.27   	  25.43		
 19.84   	 -5.19   	 30.19   	 -25.43		 10.38   	  20.35		
 25.94   	  3.66   	 30.09   	 -25.43		 10.46   	  10.17		
 37.23   	 14.95   	 29.99   	 -25.43		 10.50   	   5.09		
 52.19   	 28.69   	 29.89   	 -30.52		 10.52   	   0.00		
 67.75   	 46.08   	 29.77   	 -25.43		 10.52   	  -5.09		
 80.87   	 68.36   	 29.66   	 -30.52		 10.50   	   0.00		
 90.33   	 94.30   	 29.54   	 -25.43		 10.50   	 -10.17		
 96.74   	118.41   	 29.44   	 -25.43		 10.46   	 -10.17		
101.01   	132.45   	 29.34   	 -30.52		 10.42   	 -10.17		
102.84   	129.09   	 29.22   	 -25.43		 10.38   	 -10.17		
 99.79   	107.12   	 29.11   	 -20.35		 10.34   	 -10.17		
 89.11   	 70.80   	 29.03   	 -25.43		 10.29   	 -10.17		
 69.89   	 29.30   	 28.93   	 -25.43		 10.25   	 -10.17		
 44.86   	 -9.16   	 28.83   	 -20.35		 10.21   	 -10.17		
 20.14   	-38.76   	 28.75   	 -20.35		 10.17   	  -5.09		
  0.92   	-56.15   	 28.67   	 -25.43		 10.15   	   0.00		
 -8.85   	-62.26   	 28.57   	 -25.43		 10.15   	   0.00		
 -9.46   	-60.73   	 28.46   	 -20.35		 10.15   	   0.00		
 -5.49   	-56.46   	 28.38   	 -25.43		 10.15   	   0.00		
 -1.83   	-54.02   	 28.28   	 -25.43		 10.15   	   0.00		
 -1.22   	-55.24   	 28.18   	 -25.43		 10.15   	   5.09		
 -3.05   	-59.20   	 28.08   	 -20.35		 10.17   	   5.09		
 -1.53   	-68.66   	 28.00   	 -25.43		 10.19   	  10.17		
 17.09   	-90.33   	 27.89   	 -25.43		 10.23   	  10.17		
 66.83   	-112.92   	 27.79   	 -25.43		 10.27   	  15.26		
133.36   	-93.99   	 27.69   	 -20.35		 10.34   	  20.35		
159.30   	 -6.10   	 27.61   	 -25.43		 10.42   	  20.35		
 73.85   	118.71   	 27.51   	 -25.43		 10.50   	  20.35		
-155.64   	193.18   	 27.41   	 -25.43		 10.58   	  45.78		
-687.87   	-46.08   	 27.30   	 -25.43		 10.76   	  20.35		
-699.46   	-236.21   	 27.20   	 -25.43		 10.84   	  25.43		
-484.62   	-300.29(R)	 27.10   	 -25.43		 10.95(E)	  20.35		
-170.90   	-206.91   	 27.00   	 -25.43		 11.03   	  30.52		
 67.44   	-50.35   	 26.90   	 -20.35		 11.15   	  25.43		
134.58   	 45.17   	 26.82   	 -20.35		 11.25   	  25.43		
 64.70   	 31.74   	 26.73   	 -25.43		 11.35   	  35.61		
-32.35   	-42.72   	 26.63   	 -20.35		 11.50   	  50.86		
-72.02   	-99.49   	 26.55   	 -20.35		 11.70   	  71.21		
-46.08   	-101.01   	 26.47   	 -20.35		 11.98   	  76.30		
  1.53   	-68.66   	 26.39   	 -25.43		 12.29   	  76.30		
 28.38   	-42.72   	 26.29   	 -20.35		 12.59   	  81.38		
 25.33   	-40.28   	 26.21   	 -25.43		 12.92   	  81.38		
  8.54   	-51.27   	 26.10   	 -20.35		 13.25   	  71.21		
 -3.36   	-61.34   	 26.02   	 -15.26		 13.53   	  71.21		
 -4.58   	-64.09   	 25.96   	 -15.26		 13.81   	  96.64		
  1.53   	-61.34   	 25.90   	 -20.35		 14.20   	 127.16		
  7.93   	-56.15   	 25.82   	 -15.26		 14.71   	 162.77		
 10.99   	-52.80   	 25.76   	 -20.35		 15.36   	 203.46		
 10.68   	-52.80   	 25.68   	 -20.35		 16.17   	 223.80		
  9.46   	-54.93   	 25.60   	 -20.35		 17.07   	 244.15		
  9.16   	-55.85   	 25.51   	 -15.26		 18.05   	 254.32		
 10.07   	-54.02   	 25.45   	 -15.26		 19.06   	 244.15		
 11.60   	-50.66   	 25.39   	 -15.26		 20.04   	 249.24		
 12.82   	-47.61   	 25.33   	 -20.35		 21.04   	 478.13		
 14.04   	-43.64   	 25.25   	 -20.35		 22.95   	 233.98		
 14.65   	-42.11   	 25.17   	 -20.35		 23.89   	 239.06		
 15.26   	-40.28   	 25.09   	 -10.17		 24.84   	 218.72		
 15.26   	-38.45   	 25.05   	 -15.26		 25.72   	 213.63		
 15.56   	-36.32   	 24.98   	 -15.26		 26.57   	 213.63		
 16.17   	-33.57   	 24.92   	  -5.09		 27.43   	 193.29		
 17.09   	-30.82   	 24.90   	  -5.09		 28.20   	 178.03		
 18.01   	-28.38   	 24.88(D)	  10.17		 28.91   	 178.03		
 18.92   	-25.63   	 24.92   	  25.43		 29.62   	 162.77		
 19.23   	-22.28   	 25.03   	  35.61		 30.27   	 147.51		
 19.53   	-18.01   	 25.17   	  55.95		 30.86   	 122.07		
 19.53   	-14.04   	 25.39   	  66.12		 31.35   	  96.64		
 18.92   	-11.29   	 25.66   	  91.56		 31.74   	  96.64		
 17.40   	-10.07   	 26.02   	 116.99		 32.13   	  86.47		
 14.95   	-10.38   	 26.49   	 132.25		 32.47   	  81.38		
 12.82   	-10.99   	 27.02   	 162.77		 32.80   	  66.12		
 11.29   	-10.38   	 27.67   	 188.20		 33.06   	  66.12		
 10.99   	 -8.24   	 28.42   	 203.46		 33.33   	  76.30		
 10.99   	 -4.88   	 29.24   	 228.89		 33.63   	  86.47		
 11.29   	 -1.22   	 30.15   	 244.15		 33.98   	  91.56		
 11.60   	  2.75   	 31.13   	 259.41		 34.34   	 111.90		
 11.90   	  6.41   	 32.17   	 264.50		 34.79   	 132.25		
 12.82   	  8.85   	 33.22   	 274.67		 35.32   	 132.25		
 13.12   	 10.07   	 34.32   	 284.84		 35.85   	 106.82		
 13.43   	 10.07   	 35.46   	 335.71		 36.28   	 172.94		
 12.51   	 11.29   	 36.81   	 330.62		 36.97   	  76.30		
 11.90   	 13.43   	 38.13   	 325.53		 37.27   	  76.30		
 11.29   	 15.26   	 39.43   	 315.36		 37.58   	  71.21		
 10.38   	 17.09   	 40.69   	 310.27		 37.86   	  71.21		
  9.77   	 18.62   	 41.93   	 300.10		 38.15   	  66.12		
  9.16   	 20.75   	 43.13   	 289.93		 38.41   	  61.04		
  8.54   	 23.19   	 44.29   	 274.67		 38.66   	  45.78		
  7.93   	 26.55   	 45.39   	 259.41		 38.84   	  40.69		
  7.63   	 29.91   	 46.43   	 239.06		 39.00   	  40.69		
  7.02   	 33.26   	 47.39   	 223.80		 39.17   	  30.52		
  6.10   	 36.62   	 48.28   	 208.54		 39.29   	  25.43		
  5.49   	 40.89   	 49.11   	 193.29		 39.39   	  20.35		
  5.49   	 46.39   	 49.89   	 167.85		 39.47   	  15.26		
  5.80   	 52.80   	 50.56   	 147.51		 39.53   	  10.17		
  5.49   	 58.90   	 51.15   	 127.16		 39.57   	  15.26		
  3.36   	 63.78   	 51.66   	 106.82		 39.63(S)	   0.00		
  0.00   	 67.14   	 52.09   	  91.56		 39.63   	  -5.09		
 -4.58   	 69.89   	 52.45   	  71.21		 39.61   	 -10.17		
 -8.54   	 73.55   	 52.74   	  55.95		 39.57   	 -10.17		
-10.68   	 79.04   	 52.96   	  40.69		 39.53   	 -20.35		
-10.99   	 86.67   	 53.12   	  25.43		 39.45   	 -30.52		
 -9.46   	 96.44   	 53.22   	  10.17		 39.33   	 -35.61		
 -6.41   	107.42   	 53.27(S)	   0.00		 39.19   	 -45.78		
 -1.22   	119.02   	 53.27   	 -10.17		 39.00   	 -50.86		
  6.10   	129.09   	 53.22   	 -30.52		 38.80   	-127.16		
 23.50   	136.11   	 53.10   	 -45.78		 38.29   	 -76.30		
 32.04   	130.62   	 52.92   	 -50.86		 37.99   	 -86.47		
 39.06   	119.93   	 52.72   	 -61.04		 37.64   	 -96.64		
 44.56   	105.59   	 52.47   	 -61.04		 37.25   	-106.82		
 48.22   	 90.03   	 52.23   	 -71.21		 36.83   	-127.16		
 49.74   	 74.46   	 51.94   	 -76.30		 36.32   	-147.51		
 49.74   	 59.81   	 51.64   	 -76.30		 35.73   	-162.77		
 47.61   	 46.69   	 51.33   	 -81.38		 35.08   	-188.20		
 44.25   	 34.79   	 51.01   	 -91.56		 34.32   	-213.63		
 39.98   	 24.41   	 50.64   	 -86.47		 33.47   	-233.98		
 36.32   	 16.17   	 50.29   	 -91.56		 32.53   	-259.41		
 34.18   	 10.07   	 49.93   	 -96.64		 31.50   	-284.84		
 33.57   	  5.80   	 49.54   	-101.73		 30.36   	-289.93		
 34.48   	  3.05   	 49.14   	-106.82		 29.20   	-300.10		
 35.40   	  0.61   	 48.71   	-111.90		 28.00   	-330.62		
 35.40   	 -1.53   	 48.26   	-122.07		 26.67   	-345.88		
 34.48   	 -3.36   	 47.77   	-127.16		 25.29   	-361.14		
 33.26   	 -4.27   	 47.26   	-137.33		 23.85   	-376.40		
 32.65   	 -4.88   	 46.71   	-142.42		 22.34   	-371.31		
 32.65   	 -5.49   	 46.14   	-162.77		 20.85   	-356.05		
 32.35   	 -6.41   	 45.49   	-167.85		 19.43   	-340.79		
 31.74   	 -7.32   	 44.82   	-183.11		 18.07   	-335.71		
 31.13   	 -7.93   	 44.09   	-188.20		 16.72   	-330.62		
 31.13   	 -7.93   	 43.34   	-193.29		 15.40   	-305.19		
 31.74   	 -7.02   	 42.56   	-193.29		 14.18   	-279.75		
 32.35   	 -6.71   	 41.79   	-188.20		 13.06   	-254.32		
 32.04   	 -7.02   	 41.04   	-183.11		 12.04   	-228.89		
 30.52   	 -8.54   	 40.31   	-162.77		 11.13   	-203.46		
 28.38   	-10.68   	 39.65   	-157.68		 10.32   	-178.03		
 27.16   	-12.51   	 39.02   	-137.33		  9.60   	-147.51		
 26.86   	-13.73   	 38.47   	-122.07		  9.01   	-122.07		
 27.16   	-14.65   	 37.99   	-116.99		  8.52   	 -96.64		
 27.77   	-15.26   	 37.52   	 -96.64		  8.14   	 -81.38		
 28.08   	-14.95   	 37.13   	 -91.56		  7.81   	 -61.04		
 27.77   	-14.04   	 36.76   	 -86.47		  7.57   	 -45.78		
 27.16   	-13.12   	 36.42   	 -76.30		  7.39   	 -25.43		
 26.55   	-12.51   	 36.11   	 -76.30		  7.28   	 -15.26		
 26.25   	-12.21   	 35.81   	 -76.30		  7.22(D)	   0.00		
 26.25   	-11.90   	 35.50   	 -66.12		  7.22   	  10.17		
 26.55   	-11.60   	 35.24   	 -71.21		  7.26   	  20.35		
 26.55   	-11.29   	 34.95   	 -71.21		  7.34   	  10.17		
 25.63   	-11.90   	 34.67   	 -66.12		  7.39   	   5.09		
 23.80   	-13.12   	 34.40   	 -66.12		  7.41   	 -10.17		
 21.67   	-14.34   	 34.14   	 -66.12		  7.37   	 -10.17		
 19.53   	-14.95   	 33.88   	 -66.12		  7.32   	 -10.17		
 18.62   	-14.95   	 33.61   	 -61.04		  7.28   	   0.00		
 18.92   	-14.34   	 33.37   	 -55.95		  7.28   	  10.17		
 20.14   	-13.43   	 33.14   	 -61.04		  7.32   	  25.43		
 21.67   	-12.51   	 32.90   	 -55.95		  7.43   	  35.61		
 23.80   	-11.60   	 32.68   	 -50.86		  7.57   	  50.86		
 25.02   	-10.99   	 32.47   	 -50.86		  7.77   	  66.12		
 25.63   	-10.68   	 32.27   	 -45.78		  8.04   	  66.12		
 25.33   	-10.68   	 32.09   	 -45.78		  8.30   	  66.12		
 24.11   	-10.38   	 31.90   	 -40.69		  8.57   	  66.12		
 23.19   	 -9.77   	 31.74   	 -40.69		  8.83   	  55.95		
 22.58   	 -9.46   	 31.58   	 -40.69		  9.05   	  30.52		
 22.58   	-10.07   	 31.41   	 -35.61		  9.18   	  20.35		
 22.58   	-11.60   	 31.27   	 -35.61		  9.26   	  20.35		
 22.58   	-13.12   	 31.13   	 -30.52		  9.34   	  20.35		
 23.19   	-12.21   	 31.01   	 -35.61		  9.42   	  15.26		
 25.63   	 -7.93   	 30.86   	 -35.61		  9.48   	  10.17		
 31.13   	  0.31   	 30.72   	 -35.61		  9.52   	   5.09		
 40.89   	 10.68   	 30.58   	 -30.52		  9.54   	   5.09		
 54.32   	 22.89   	 30.46   	 -30.52		  9.56   	   5.09		
 68.97   	 37.54   	 30.34   	 -30.52		  9.58   	  -5.09		
 82.09   	 57.07   	 30.21   	 -25.43		  9.56   	  -5.09		
 91.86   	 82.09   	 30.11   	 -30.52		  9.54   	  -5.09		
 98.27   	107.73   	 29.99   	 -30.52		  9.52   	  -5.09		
102.84   	126.04   	 29.87   	 -30.52		  9.50   	  -5.09		
105.29   	128.78   	 29.75   	 -30.52		  9.48   	 -10.17		
103.15   	111.69   	 29.62   	 -25.43		  9.44   	  -5.09		
 93.38   	 77.82   	 29.52   	 -30.52		  9.42   	 -15.26		
 74.77   	 35.71   	 29.40   	 -25.43		  9.36   	  -5.09		
 49.44   	 -5.49   	 29.30   	 -30.52		  9.34   	 -10.17		
 23.19   	-38.15   	 29.18   	 -25.43		  9.30   	 -10.17		
  1.22   	-58.59   	 29.07   	 -30.52		  9.26   	  -5.09		
-12.82   	-67.44   	 28.95   	 -25.43		  9.24   	   0.00		
-18.62   	-68.36   	 28.85   	 -20.35		  9.24   	 -10.17		
-17.70   	-66.22   	 28.77   	 -25.43		  9.20   	  -5.09		
-14.34   	-65.00   	 28.67   	 -30.52		  9.18   	   0.00		
-12.21   	-65.61   	 28.55   	 -25.43		  9.18   	   5.09		
-12.51   	-66.83   	 28.44   	 -30.52		  9.20   	   5.09		
-12.51   	-70.50   	 28.32   	 -25.43		  9.22   	   5.09		
 -1.53   	-83.92   	 28.22   	 -25.43		  9.24   	  15.26		
 38.76   	-104.37   	 28.12   	 -30.52		  9.30   	  15.26		
109.25   	-99.18   	 28.00   	 -25.43		  9.36   	  10.17		
164.18   	-35.40   	 27.89   	 -30.52		  9.40   	  20.35		
125.43   	 73.55   	 27.77   	 -25.43		  9.48   	  20.35		
-67.14   	154.42   	 27.67   	 -35.61		  9.56   	  50.86		
-693.05   	-53.71   	 27.53   	 -25.43		  9.77   	  25.43		
-812.07   	-267.03   	 27.43   	 -30.52		  9.87   	  25.43		
-668.34   	-375.67(R)	 27.30   	 -30.52		  9.97(E)	  25.43		
-344.85   	-308.84   	 27.18   	 -25.43		 10.07   	  35.61		
-28.38   	-133.67   	 27.08   	 -25.43		 10.21   	  30.52		
127.56   	 12.82   	 26.98   	 -30.52		 10.34   	  25.43		
102.54   	 42.42   	 26.86   	 -25.43		 10.44   	  35.61		
 -6.41   	-24.11   	 26.75   	 -25.43		 10.58   	  45.78		
-83.31   	-101.32   	 26.65   	 -20.35		 10.76   	  55.95		
-82.70   	-125.12   	 26.57   	 -25.43		 10.99   	  61.04		
-34.18   	-97.66   	 26.47   	 -25.43		 11.23   	  66.12		
  8.24   	-60.73   	 26.37   	 -25.43		 11.50   	  71.21		
 16.48   	-46.39   	 26.27   	 -25.43		 11.78   	  81.38		
  0.61   	-54.63   	 26.16   	 -20.35		 12.11   	  96.64		
-15.87   	-68.36   	 26.08   	 -20.35		 12.49   	 111.90		
-19.23   	-75.07   	 26.00   	 -20.35		 12.94   	 127.16		
-11.29   	-73.85   	 25.92   	 -20.35		 13.45   	 152.59		
 -1.22   	-68.36   	 25.84   	 -20.35		 14.06   	 178.03		
  4.27   	-63.17   	 25.76   	 -20.35		 14.77   	 178.03		
  4.58   	-61.04   	 25.68   	 -15.26		 15.48   	 167.85		
  2.14   	-61.65   	 25.62   	 -25.43		 16.15   	 178.03		
  0.61   	-62.56   	 25.51   	 -20.35		 16.87   	 198.37		
  1.53   	-61.34   	 25.43   	 -20.35		 17.66   	 188.20		
  4.27   	-57.68   	 25.35   	 -20.35		 18.41   	 193.29		
  6.71   	-54.32   	 25.27   	 -20.35		 19.19   	 401.83		
  8.24   	-50.05   	 25.19   	 -25.43		 20.79   	 193.29		
  8.24   	-47.91   	 25.09   	 -20.35		 21.57   	 193.29		
  8.54   	-44.56   	 25.00   	 -25.43		 22.34   	 193.29		
 10.38   	-40.89   	 24.90   	 -20.35		 23.11   	 203.46		
 12.82   	-37.23   	 24.82   	 -20.35		 23.93   	 218.72		
 14.95   	-34.79   	 24.74   	 -15.26		 24.80   	 218.72		
 16.17   	-33.57   	 24.68   	 -15.26		 25.68   	 213.63		
 15.87   	-32.35   	 24.62   	  -5.09		 26.53   	 228.89		
 14.65   	-30.21   	 24.60   	  -5.09		 27.45   	 259.41		
 14.04   	-27.47   	 24.58(D)	   0.00		 28.48   	 254.32		
 14.34   	-24.11   	 24.58   	  15.26		 29.50   	 193.29		
 14.95   	-21.67   	 24.64   	  30.52		 30.27   	 157.68		
 15.56   	-19.84   	 24.76   	  40.69		 30.91   	 137.33		
 15.56   	-18.92   	 24.92   	  61.04		 31.45   	 106.82		
 14.34   	-18.31   	 25.17   	  81.38		 31.88   	  96.64		
 13.43   	-17.09   	 25.49   	 101.73		 32.27   	  86.47		
 12.82   	-15.26   	 25.90   	 122.07		 32.61   	  71.21		
 13.12   	-12.51   	 26.39   	 142.42		 32.90   	  61.04		
 14.04   	 -9.16   	 26.96   	 167.85		 33.14   	  50.86		
 14.65   	 -5.80   	 27.63   	 188.20		 33.35   	  61.04		
 14.65   	 -2.75   	 28.38   	 208.54		 33.59   	  55.95		
 13.73   	  0.00   	 29.22   	 218.72		 33.81   	  61.04		
 12.82   	  2.44   	 30.09   	 239.06		 34.06   	  61.04		
 11.90   	  4.27   	 31.05   	 249.24		 34.30   	  71.21		
 10.99   	  6.41   	 32.04   	 295.01		 34.59   	 137.33		
 11.29   	 10.38   	 33.22   	 295.01		 35.14   	  71.21		
 11.90   	 12.21   	 34.40   	 300.10		 35.42   	  66.12		
 12.82   	 14.34   	 35.61   	 295.01		 35.69   	  66.12		
 13.12   	 16.78   	 36.79   	 295.01		 35.95   	  61.04		
 11.90   	 19.23   	 37.97   	 284.84		 36.20   	  66.12		
  9.46   	 21.36   	 39.10   	 284.84		 36.46   	  55.95		
  6.41   	 23.19   	 40.24   	 274.67		 36.68   	  55.95		
  3.66   	 24.41   	 41.34   	 269.58		 36.91   	  50.86		
  2.75   	 25.63   	 42.42   	 249.24		 37.11   	  50.86		
  2.75   	 27.47   	 43.42   	 239.06		 37.31   	  45.78		
  3.36   	 29.91   	 44.37   	 223.80		 37.50   	  40.69		
  3.05   	 32.65   	 45.27   	 213.63		 37.66   	  35.61		
  1.83   	 35.71   	 46.12   	 193.29		 37.80   	  30.52		
 -0.31   	 39.06   	 46.90   	 172.94		 37.92   	  25.43		
 -2.44   	 43.33   	 47.59   	 152.59		 38.03   	  20.35		
 -4.27   	 47.91   	 48.20   	 137.33		 38.11   	  15.26		
 -6.41   	 53.10   	 48.75   	 116.99		 38.17   	  10.17		
 -8.24   	 58.90   	 49.22   	 101.73		 38.21(S)	   0.00		
-10.07   	 65.31   	 49.62   	  81.38		 38.21   	   0.00		
-10.99   	 72.02   	 49.95   	  66.12		 38.21   	  -5.09		
-10.99   	 79.65   	 50.21   	  50.86		 38.19   	 -15.26		
 -9.46   	 88.20   	 50.42   	  35.61		 38.13   	 -20.35		
 -5.80   	 98.27   	 50.56   	  20.35		 38.05   	 -25.43		
  0.92   	110.17   	 50.64   	  10.17		 37.94   	 -30.52		
 10.38   	122.38   	 50.68(S)	 -10.17		 37.82   	 -81.38		
 32.04   	137.63   	 50.64   	 -25.43		 37.50   	 -50.86		
 40.28   	135.50   	 50.54   	 -25.43		 37.29   	 -55.95		
 44.86   	126.04   	 50.44   	 -35.61		 37.07   	 -71.21		
 45.47   	110.17   	 50.29   	 -45.78		 36.79   	 -86.47		
 43.33   	 91.55   	 50.11   	 -45.78		 36.44   	 -96.64		
 39.37   	 73.24   	 49.93   	 -55.95		 36.05   	-111.90		
 36.01   	 57.07   	 49.70   	 -61.04		 35.61   	-137.33		
 34.48   	 43.33   	 49.46   	 -66.12		 35.06   	-157.68		
 34.48   	 31.13   	 49.20   	 -71.21		 34.43   	-178.03		
 34.79   	 19.84   	 48.91   	 -76.30		 33.71   	-203.46		
 34.48   	  9.77   	 48.61   	 -81.38		 32.90   	-228.89		
 33.57   	  1.83   	 48.28   	 -81.38		 31.98   	-259.41		
 32.04   	 -3.36   	 47.96   	 -96.64		 30.95   	-254.32		
 30.82   	 -6.41   	 47.57   	 -96.64		 29.93   	-284.84		
 29.60   	 -9.16   	 47.18   	-101.73		 28.79   	-315.36		
 27.47   	-12.21   	 46.77   	-111.90		 27.53   	-320.45		
 25.33   	-15.87   	 46.33   	-122.07		 26.25   	-315.36		
 23.50   	-18.92   	 45.84   	-132.25		 24.98   	-350.97		
 22.58   	-19.84   	 45.31   	-142.42		 23.58   	-376.40		
 22.28   	-19.23   	 44.74   	-152.59		 22.08   	-366.22		
 22.28   	-18.31   	 44.13   	-172.94		 20.61   	-350.97		
 21.36   	-18.31   	 43.44   	-178.03		 19.21   	-350.97		
 20.14   	-19.84   	 42.73   	-188.20		 17.80   	-335.71		
 19.23   	-21.36   	 41.97   	-188.20		 16.46   	-325.53		
 19.84   	-21.36   	 41.22   	-193.29		 15.16   	-305.19		
 21.97   	-20.14   	 40.45   	-188.20		 13.94   	-284.84		
 24.41   	-18.31   	 39.69   	-178.03		 12.80   	-264.50		
 25.63   	-17.40   	 38.98   	-157.68		 11.74   	-239.06		
 25.33   	-17.40   	 38.35   	-147.51		 10.78   	-208.54		
 24.41   	-18.01   	 37.76   	-137.33		  9.95   	-178.03		
 23.19   	-18.62   	 37.21   	-116.99		  9.24   	-152.59		
 22.28   	-18.62   	 36.74   	-106.82		  8.63   	-132.25		
 21.67   	-18.92   	 36.32   	 -96.64		  8.10   	-106.82		
 21.06   	-19.23   	 35.93   	 -91.56		  7.67   	 -86.47		
 20.14   	-19.84   	 35.56   	 -81.38		  7.32   	 -66.12		
 19.23   	-20.14   	 35.24   	 -76.30		  7.06   	 -50.86		
 18.31   	-19.53   	 34.93   	 -71.21		  6.86   	 -30.52		
 18.01   	-18.01   	 34.65   	 -71.21		  6.73   	 -15.26		
 18.01   	-16.48   	 34.36   	 -71.21		  6.67   	   5.09		
 18.01   	-15.26   	 34.08   	 -66.12		  6.69   	  10.17		
 17.40   	-14.65   	 33.81   	 -66.12		  6.73   	  10.17		
 16.48   	-14.95   	 33.55   	 -66.12		  6.78   	   0.00		
 15.26   	-14.95   	 33.29   	 -66.12		  6.78   	 -15.26		
 14.95   	-14.95   	 33.02   	 -66.12		  6.71   	 -15.26		
 15.26   	-14.65   	 32.76   	 -61.04		  6.65   	 -15.26		
 15.26   	-15.56   	 32.51   	 -61.04		  6.59   	  -5.09		
 14.65   	-17.09   	 32.27   	 -55.95		  6.57(D)	  20.35		
 13.12   	-19.23   	 32.04   	 -55.95		  6.65   	  30.52		
 11.29   	-21.06   	 31.82   	 -50.86		  6.78   	  50.86		
  9.77   	-21.67   	 31.62   	 -45.78		  6.98   	  71.21		
  8.85   	-21.36   	 31.43   	 -45.78		  7.26   	  71.21		
  9.16   	-20.45   	 31.25   	 -45.78		  7.55   	  76.30		
  9.46   	-19.53   	 31.07   	 -40.69		  7.85   	  81.38		
  9.16   	-18.31   	 30.91   	 -35.61		  8.18   	  76.30		
  9.16   	-17.40   	 30.76   	 -40.69		  8.48   	  66.12		
  9.16   	-16.78   	 30.60   	 -35.61		  8.75   	  61.04		
  9.46   	-16.78   	 30.46   	 -30.52		  8.99   	  45.78		
 10.07   	-16.78   	 30.34   	 -35.61		  9.18   	  35.61		
 10.99   	-16.48   	 30.19   	 -30.52		  9.32   	  35.61		
 11.90   	-14.65   	 30.07   	 -25.43		  9.46   	  25.43		
 14.95   	-10.68   	 29.97   	 -30.52		  9.56   	  20.35		
 22.28   	 -3.36   	 29.85   	 -30.52		  9.64   	  15.26		
 34.48   	  7.63   	 29.73   	 -25.43		  9.70   	   5.09		
