SAMPLE NUMBER:   8
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  II     	  III     	  RV     	  RV'		  AO     	  AO'		  LPV     	  LPV'		
-22.89   	-23.19   	  6.45   	  35.61		 67.43   	 -55.95		  7.28   	  66.12		
-23.80   	-24.11   	  6.59   	  30.52		 67.20   	 -55.95		  7.55   	  71.21		
-23.50   	-23.50   	  6.71   	  10.17		 66.98   	 -55.95		  7.83   	  66.12		
-23.19   	-22.89   	  6.75   	   0.00		 66.75   	 -55.95		  8.10   	  61.04		
-22.58   	-22.28   	  6.75   	 -20.35		 66.53   	 -61.04		  8.34   	  45.78		
-22.28   	-21.97   	  6.67   	 -40.69		 66.29   	 -61.04		  8.52   	  45.78		
-24.41   	-24.41   	  6.51   	 -45.78		 66.04   	 -55.95		  8.71   	  50.86		
-28.69   	-28.69   	  6.33   	 -45.78		 65.82   	 -61.04		  8.91   	  61.04		
-33.87   	-33.87   	  6.14   	 -30.52		 65.57   	 -61.04		  9.16   	  45.78		
-36.62   	-36.62   	  6.02   	 -10.17		 65.33   	 -61.04		  9.34   	  15.26		
-36.62   	-36.62   	  5.98   	  25.43		 65.09   	 -61.04		  9.40(A)	 -20.35		
-35.71   	-35.40   	  6.08   	  61.04		 64.84   	 -61.04		  9.32   	 -45.78		
-38.76   	-38.76   	  6.33   	  96.64		 64.60   	 -61.04		  9.14   	 -50.86		
-46.69   	-46.69   	  6.71   	 127.16		 64.35   	 -66.12		  8.93   	 -61.04		
-50.35   	-50.35   	  7.22   	 157.68		 64.09   	 -61.04		  8.69   	 -66.12		
-28.99   	-28.99   	  7.85   	 172.94		 63.85   	 -66.12		  8.42   	 -66.12		
 42.72   	 43.03   	  8.55   	 167.85		 63.58   	 -66.12		  8.16   	 -66.12		
176.39   	176.70   	  9.22   	 147.51		 63.32   	 -66.12		  7.89   	 -66.12		
334.17   	334.47   	  9.81   	 122.07		 63.05   	 -66.12		  7.63   	 -55.95		
431.21   	431.52   	 10.29   	  66.12		 62.79   	 -81.38		  7.41   	 -50.86		
134.58   	134.58   	 10.56   	  30.52		 62.46   	 -81.38		  7.20   	   5.09		
-254.21   	-254.21   	 10.68   	   0.00		 62.14   	 -76.30		  7.22   	  10.17		
-638.12   	-638.12   	 10.68   	 -30.52		 61.83   	 -81.38		  7.26   	  15.26		
-852.66   	-852.97(R)	 10.56(E)	 -55.95		 61.51   	 -76.30		  7.32   	  10.17		
-808.11   	-808.41   	 10.34   	 -66.12		 61.20   	 -76.30		  7.37   	  10.17		
-541.38   	-541.69   	 10.07   	 -76.30		 60.89   	 -71.21		  7.41   	   0.00		
-198.36   	-198.36   	  9.77   	 -71.21		 60.61   	 -76.30		  7.41   	 -15.26		
 56.46   	 56.76   	  9.48   	 -40.69		 60.30   	 -66.12		  7.34   	 -35.61		
139.16   	139.47   	  9.32   	  -5.09		 60.04   	 -66.12		  7.20   	 -35.61		
 82.70   	 83.01   	  9.30   	  50.86		 59.78   	 -66.12		  7.06   	 -25.43		
-12.21   	-12.21   	  9.50   	 132.25		 59.51   	 -61.04		  6.96   	 -25.43		
-60.42   	-60.42   	 10.03   	 228.89		 59.27   	 -61.04		  6.86   	 -40.69		
-43.64   	-43.95   	 10.95   	 330.62		 59.02   	 -61.04		  6.69   	 -55.95		
  2.14   	  1.83   	 12.27   	 457.78		 58.78   	 -55.95		  6.47   	 -55.95		
 33.26   	 32.96   	 14.10   	 574.77		 58.56   	 -61.04		  6.25   	 -50.86		
 32.65   	 32.35   	 16.40   	 701.93		 58.31   	 -55.95		  6.04   	 -50.86		
 13.12   	 12.82   	 19.21   	 813.83		 58.09   	 -61.04		  5.84   	 -50.86		
 -4.27   	 -4.27   	 22.46   	 910.47		 57.84   	 -61.04		  5.64   	 -45.78		
-10.99   	-10.99   	 26.10   	1007.12		 57.60   	 -61.04		  5.45   	 -40.69		
 -8.85   	 -8.54   	 30.13   	1124.11		 57.35   	 -61.04		  5.29   	 -45.78		
 -3.97   	 -3.66   	 34.63   	1185.14		 57.11   	 -61.04		  5.11   	 -30.52		
 -0.31   	 -0.31   	 39.37   	1144.45		 56.87   	 -61.04		  4.98   	 -10.17		
  0.61   	  0.31   	 43.95   	1052.90		 56.62   	 -61.04		  4.94   	 -10.17		
  0.00   	 -0.61   	 48.16   	 940.99		 56.38   	 -61.04		  4.90   	 -40.69		
  0.92   	  0.31   	 51.92   	 722.28		 56.13   	 -61.04		  4.74   	-132.25		
 14.65   	 14.04   	 54.81   	 549.34		 55.89   	 -61.04		  4.21   	 -30.52		
 22.58   	 22.28   	 57.01   	 376.40		 55.65   	 -61.04		  4.09   	 -20.35		
 27.16   	 27.16   	 58.51   	 228.89		 55.40   	 -55.95		  4.01   	 -25.43		
 28.38   	 28.69   	 59.43   	 106.82		 55.18   	 -50.86		  3.91   	 -45.78		
 28.08   	 28.38   	 59.86   	  20.35		 54.97   	 -50.86		  3.72   	 -50.86		
 28.99   	 29.30   	 59.94   	 -45.78		 54.77   	 -50.86		  3.52   	 -35.61		
 31.43   	 31.43   	 59.76   	 -61.04		 54.57   	 -50.86		  3.38   	 -25.43		
 35.40   	 35.10   	 59.51   	 -45.78		 54.36   	 -45.78		  3.28   	 -15.26		
 41.20   	 40.89   	 59.33   	   0.00		 54.18   	 -50.86		  3.21   	 -30.52		
 48.52   	 48.22   	 59.33   	  61.04		 53.98   	 -45.78		  3.09   	 -40.69		
 58.29   	 58.29   	 59.57   	 142.42		 53.79   	 -45.78		  2.93   	 -40.69		
 69.89   	 69.89   	 60.14   	 213.63		 53.61   	 -45.78		  2.77   	 -40.69		
 82.40   	 82.70   	 61.00   	 295.01		 53.43   	 -40.69		  2.60   	 -30.52		
 95.21   	 95.52   	 62.18   	 371.31		 53.27   	 -40.69		  2.48   	 -20.35		
108.34   	108.34   	 63.66   	 427.26		 53.10   	 -25.43		  2.40   	 -35.61		
123.60   	123.29   	 65.37   	 473.04		 53.00   	 -20.35		  2.26   	 -35.61		
142.21   	141.91   	 67.26   	 498.47		 52.92(D)	   5.09		  2.12   	 -25.43		
164.49   	164.18   	 69.26   	 508.65		 52.94   	  35.61		  2.01   	 -20.35		
187.68   	187.99   	 71.29   	 493.39		 53.08   	  66.12		  1.93   	 -30.52		
208.13   	208.74   	 73.27   	 467.95		 53.35   	 111.90		  1.81   	 -30.52		
223.08   	224.00   	 75.14   	 427.26		 53.79   	 152.59		  1.69   	 -35.61		
233.46   	234.07   	 76.85   	 371.31		 54.40   	 213.63		  1.55   	 -35.61		
242.61   	242.92   	 78.33   	 310.27		 55.26   	 259.41		  1.40   	 -35.61		
252.99   	252.99   	 79.57   	 254.32		 56.30   	 320.45		  1.26   	 -15.26		
264.59   	264.59   	 80.59   	 178.03		 57.58   	 473.04		  1.20   	  55.95		
277.10   	277.10   	 81.30   	 132.25		 59.47   	 503.56		  1.42   	  10.17		
274.96   	274.96   	 81.83   	  96.64		 61.49   	 534.08		  1.46   	 -15.26		
267.64   	267.64   	 82.22   	  71.21		 63.62   	 564.60		  1.40   	 -15.26		
255.43   	255.43   	 82.50   	  61.04		 65.88   	 574.77		  1.34   	   5.09		
238.95   	238.95   	 82.75   	  55.95		 68.18   	 590.03		  1.36   	  35.61		
216.98   	216.98   	 82.97   	  61.04		 70.54   	 600.20		  1.51   	  61.04		
189.21   	188.90   	 83.21   	  76.30		 72.94   	 595.11		  1.75   	  50.86		
157.17   	156.86   	 83.52   	  96.64		 75.32   	 595.11		  1.95   	  35.61		
122.68   	122.07   	 83.91   	 106.82		 77.70   	 590.03		  2.10   	  25.43		
 88.50   	 88.20   	 84.33   	 122.07		 80.06   	 569.68		  2.20   	  20.35		
 56.76   	 56.76   	 84.82   	 142.42		 82.34   	 559.51		  2.28   	  30.52		
 28.99   	 29.30   	 85.39   	 152.59		 84.58   	 539.16		  2.40   	  45.78		
  5.19   	  5.49   	 86.00   	 152.59		 86.73   	 508.65		  2.58   	  50.86		
-14.65   	-14.34   	 86.61   	 147.51		 88.77   	 478.13		  2.79   	  30.52		
-29.60   	-29.30   	 87.20   	 137.33		 90.68   	 442.52		  2.91   	  20.35		
-37.84   	-37.84   	 87.75   	 122.07		 92.45   	 406.92		  2.99   	  15.26		
-39.67   	-39.98   	 88.24   	 101.73		 94.08   	 361.14		  3.05   	  25.43		
-38.15   	-38.15   	 88.65   	  71.21		 95.52   	 325.53		  3.15   	  25.43		
-36.93   	-36.93   	 88.93   	  50.86		 96.83   	 279.75		  3.26   	  35.61		
-37.54   	-37.54   	 89.13   	  25.43		 97.94   	 239.06		  3.40   	  35.61		
-39.37   	-39.37   	 89.24(S)	   0.00		 98.90   	 193.29		  3.54   	  40.69		
-40.89   	-41.20   	 89.24   	 -25.43		 99.67   	 152.59		  3.70   	  45.78		
-41.81   	-42.42   	 89.13   	 -40.69		100.28   	 111.90		  3.89   	  40.69		
-42.72   	-43.03   	 88.97   	 -55.95		100.73   	  76.30		  4.05   	  40.69		
-43.95   	-43.95   	 88.75   	 -66.12		101.04   	  40.69		  4.21   	  45.78		
-45.17   	-44.86   	 88.48   	 -71.21		101.20   	  10.17		  4.39   	  40.69		
-46.08   	-45.78   	 88.20   	 -71.21		101.24(S)	 -10.17		  4.56   	  40.69		
-47.91   	-47.91   	 87.91   	 -76.30		101.20   	 -25.43		  4.72   	  40.69		
-51.27   	-51.88   	 87.61   	 -66.12		101.10   	 -40.69		  4.88   	  55.95		
-57.68   	-58.29   	 87.34   	 -66.12		100.94   	 -45.78		  5.11   	  61.04		
-66.22   	-66.83   	 87.08   	 -66.12		100.75   	 -50.86		  5.35   	  50.86		
-75.99   	-75.99   	 86.82   	 -71.21		100.55   	 -50.86		  5.55   	  45.78		
-83.62   	-83.31   	 86.53   	 -86.47		100.35   	 -45.78		  5.74   	  45.78		
-87.59   	-87.28   	 86.18   	-116.99		100.16   	 -40.69		  5.92   	  55.95		
-87.28   	-86.98   	 85.72   	-152.59		100.00   	 -40.69		  6.14   	  45.78		
-83.62   	-83.62   	 85.11   	-218.72		 99.84   	 -35.61		  6.33   	  35.61		
-79.65   	-79.65   	 84.23   	-289.93		 99.69   	 -35.61		  6.47   	  25.43		
-76.90   	-77.21   	 83.07   	-386.57		 99.55   	 -40.69		  6.57   	  35.61		
-75.68   	-75.99   	 81.53   	-498.47		 99.39   	 -45.78		  6.71   	  45.78		
-74.16   	-74.46   	 79.53   	-610.37		 99.21   	 -50.86		  6.90   	  30.52		
-72.33   	-72.33   	 77.09   	-727.36		 99.00   	 -66.12		  7.02   	  35.61		
-69.89   	-69.89   	 74.18   	-864.70		 98.74   	 -76.30		  7.16   	  35.61		
-67.14   	-67.14   	 70.72   	-996.94		 98.43   	 -96.64		  7.30   	  35.61		
-62.87   	-62.87   	 66.73   	-1098.67		 98.05   	-111.90		  7.45   	  35.61		
-56.76   	-57.07   	 62.34   	-1174.97		 97.60   	-127.16		  7.59   	  10.17		
-49.13   	-49.74   	 57.64   	-1225.83		 97.09   	-152.59		  7.63   	  -5.09		
-43.03   	-43.64   	 52.74   	-1241.09		 96.48   	-167.85		  7.61   	  -5.09		
-39.37   	-39.67   	 47.77   	-1215.66		 95.81   	-188.20		  7.59   	 -10.17		
-36.93   	-36.93   	 42.91   	-1174.97		 95.06   	-203.46		  7.55   	   0.00		
-33.87   	-33.87   	 38.21   	-1103.76		 94.24   	-218.72		  7.55   	   0.00		
-29.91   	-29.60   	 33.79   	-1012.20		 93.37   	-228.89		  7.55   	   5.09		
-26.86   	-26.86   	 29.75   	-910.47		 92.45   	-244.15		  7.57   	  10.17		
-26.25   	-26.55   	 26.10   	-798.57		 91.47   	-249.24		  7.61   	  10.17		
-26.86   	-27.16   	 22.91   	-686.67		 90.48   	-259.41		  7.65   	  15.26		
-27.16   	-27.47   	 20.16   	-569.68		 89.44   	-264.50		  7.71   	  15.26		
-26.55   	-26.86   	 17.88   	-467.95		 88.38   	-269.58		  7.77   	   5.09		
-25.94   	-25.94   	 16.01   	-371.31		 87.30   	-269.58		  7.79   	   5.09		
-26.25   	-26.55   	 14.53   	-289.93		 86.23   	-264.50		  7.81(V)	   0.00		
-26.86   	-27.16   	 13.37   	-218.72		 85.17   	-264.50		  7.81   	  -5.09		
-27.47   	-27.77   	 12.49   	-167.85		 84.11   	-254.32		  7.79   	 -15.26		
-27.47   	-27.77   	 11.82   	-127.16		 83.09   	-244.15		  7.73   	 -15.26		
-26.55   	-26.86   	 11.31   	-101.73		 82.12   	-228.89		  7.67   	 -25.43		
-25.02   	-25.33   	 10.91   	 -91.56		 81.20   	-213.63		  7.57   	 -30.52		
-22.28   	-22.58   	 10.54   	 -91.56		 80.35   	-198.37		  7.45   	 -35.61		
-18.92   	-19.53   	 10.17   	-106.82		 79.55   	-183.11		  7.30   	 -40.69		
-14.34   	-14.95   	  9.75   	-137.33		 78.82   	-172.94		  7.14   	 -45.78		
 -7.02   	 -7.32   	  9.20   	-162.77		 78.13   	-152.59		  6.96   	 -50.86		
  5.80   	  5.80   	  8.55   	-183.11		 77.52   	-147.51		  6.75   	 -55.95		
 26.25   	 26.55   	  7.81   	-203.46		 76.93   	-132.25		  6.53   	 -66.12		
 51.27   	 51.57   	  7.00   	-203.46		 76.40   	-122.07		  6.27   	 -45.78		
 74.46   	 74.46   	  6.19   	-193.29		 75.91   	-116.99		  6.08   	 -25.43		
 90.03   	 89.72   	  5.41   	-183.11		 75.44   	-106.82		  5.98   	 -10.17		
 97.05   	 97.05   	  4.68   	-167.85		 75.01   	-106.82		  5.94   	  -5.09		
 98.27   	 98.57   	  4.01   	-152.59		 74.59   	 -96.64		  5.92   	 -10.17		
 96.74   	 97.35   	  3.40   	-122.07		 74.20   	 -91.56		  5.88   	   5.09		
 94.30   	 94.60   	  2.91   	 -86.47		 73.83   	 -91.56		  5.90   	  20.35		
 90.03   	 90.03   	  2.56   	 -50.86		 73.47   	 -81.38		  5.98   	  40.69		
 83.62   	 83.31   	  2.36   	 -15.26		 73.14   	 -81.38		  6.14   	  40.69		
 75.07   	 74.77   	  2.30(D)	  10.17		 72.82   	 -71.21		  6.31   	  50.86		
 64.39   	 64.39   	  2.34   	  40.69		 72.53   	 -61.04		  6.51   	  61.04		
 51.27   	 51.57   	  2.50   	  66.12		 72.29   	 -61.04		  6.75   	  76.30		
 37.23   	 37.54   	  2.77   	  86.47		 72.04   	 -45.78		  7.06   	  81.38		
 24.11   	 24.41   	  3.11   	 111.90		 71.86   	 -45.78		  7.39   	  76.30		
 12.51   	 12.51   	  3.56   	 116.99		 71.68   	 -35.61		  7.69   	  86.47		
  1.53   	  1.22   	  4.03   	 132.25		 71.54   	 -30.52		  8.04   	  96.64		
-10.99   	-11.60   	  4.56   	 137.33		 71.41   	 -20.35		  8.42   	 106.82		
-24.72   	-25.02   	  5.11   	 132.25		 71.33   	 -20.35		  8.85   	 101.73		
-36.01   	-36.32   	  5.64   	 127.16		 71.25   	 -20.35		  9.26   	  91.56		
-41.81   	-41.81   	  6.14   	 122.07		 71.17   	 -10.17		  9.62   	  66.12		
-42.11   	-42.11   	  6.63   	 106.82		 71.13   	 -15.26		  9.89   	  71.21		
-39.06   	-39.06   	  7.06   	  86.47		 71.07   	 -10.17		 10.17   	  81.38		
-35.71   	-35.71   	  7.41   	  71.21		 71.03   	 -15.26		 10.50   	  91.56		
-33.87   	-34.18   	  7.69   	  50.86		 70.97   	 -10.17		 10.86   	  81.38		
-34.48   	-34.79   	  7.89   	  35.61		 70.93   	 -15.26		 11.19   	  71.21		
-36.93   	-37.23   	  8.04   	  20.35		 70.86   	 -10.17		 11.48   	  71.21		
-39.98   	-40.28   	  8.12   	  30.52		 70.82   	 -20.35		 11.76   	  76.30		
-41.50   	-42.11   	  8.24   	  35.61		 70.74   	 -15.26		 12.07   	  76.30		
-41.50   	-42.42   	  8.38   	  50.86		 70.68   	 -25.43		 12.37   	  55.95		
-41.81   	-42.72   	  8.59   	  66.12		 70.58   	 -20.35		 12.59   	  20.35		
-46.08   	-47.00   	  8.85   	  91.56		 70.50   	 -25.43		 12.68(A)	 -10.17		
-57.68   	-58.59   	  9.22   	 101.73		 70.40   	 -30.52		 12.63   	 -30.52		
-75.38   	-75.99   	  9.62   	 111.90		 70.27   	 -30.52		 12.51   	 -55.95		
-90.33   	-90.64   	 10.07   	 127.16		 70.15   	 -30.52		 12.29   	 -86.47		
-84.23   	-84.53   	 10.58   	 137.33		 70.03   	 -35.61		 11.94   	-106.82		
-33.57   	-33.57   	 11.13   	 132.25		 69.89   	 -35.61		 11.52   	-106.82		
 79.65   	 79.65   	 11.66   	 122.07		 69.75   	 -40.69		 11.09   	-106.82		
242.00   	242.00   	 12.15   	 101.73		 69.58   	 -40.69		 10.66   	-106.82		
384.52   	384.52   	 12.55   	  55.95		 69.42   	 -50.86		 10.23   	-193.29		
246.58   	246.58   	 12.78   	  35.61		 69.22   	 -50.86		  9.46   	 -76.30		
-104.68   	-104.68   	 12.92   	  15.26		 69.01   	 -45.78		  9.16   	 -55.95		
-522.16   	-522.16   	 12.98   	 -15.26		 68.83   	 -50.86		  8.93   	 -35.61		
-824.28   	-824.28   	 12.92   	 -30.52		 68.63   	 -50.86		  8.79   	  -5.09		
-874.02   	-874.02(R)	 12.80   	 -50.86		 68.42   	 -45.78		  8.77   	   5.09		
-661.62   	-661.62   	 12.59   	 -50.86		 68.24   	 -50.86		  8.79   	  25.43		
-312.19   	-312.50   	 12.39   	 -45.78		 68.04   	 -50.86		  8.89   	  40.69		
 -5.49   	 -5.80   	 12.21   	 -20.35		 67.83   	 -50.86		  9.05   	  45.78		
136.11   	135.50   	 12.13(E)	  15.26		 67.63   	 -50.86		  9.24   	  35.61		
112.61   	112.00   	 12.19   	  66.12		 67.43   	 -55.95		  9.38   	  20.35		
 17.40   	 17.09   	 12.45   	 137.33		 67.20   	 -50.86		  9.46   	  20.35		
-50.66   	-50.96   	 13.00   	 208.54		 67.00   	 -50.86		  9.54   	  20.35		
-50.66   	-50.66   	 13.84   	 310.27		 66.80   	 -50.86		  9.62   	  10.17		
 -7.93   	 -7.63   	 15.08   	 412.00		 66.59   	 -55.95		  9.66   	 -15.26		
 29.30   	 29.60   	 16.72   	 513.73		 66.37   	 -55.95		  9.60   	 -30.52		
 36.01   	 36.32   	 18.78   	 620.55		 66.14   	 -55.95		  9.48   	 -40.69		
 19.23   	 19.23   	 21.26   	 722.28		 65.92   	 -55.95		  9.32   	 -50.86		
  0.92   	  0.92   	 24.15   	 824.00		 65.70   	 -55.95		  9.11   	 -55.95		
 -5.49   	 -5.80   	 27.45   	 915.56		 65.47   	 -61.04		  8.89   	 -66.12		
 -0.92   	 -1.22   	 31.11   	1042.72		 65.23   	 -55.95		  8.63   	 -61.04		
  5.80   	  5.19   	 35.28   	1190.23		 65.00   	 -61.04		  8.38   	 -50.86		
  8.54   	  7.93   	 40.04   	1256.35		 64.76   	 -55.95		  8.18   	 -20.35		
  6.10   	  5.80   	 45.07   	1215.66		 64.54   	 -61.04		  8.10   	   5.09		
  1.83   	  1.53   	 49.93   	1149.54		 64.29   	 -55.95		  8.12   	 -10.17		
 -0.92   	 -1.22   	 54.53   	1012.20		 64.07   	 -66.12		  8.08   	-101.73		
  7.02   	  6.71   	 58.58   	 824.00		 63.80   	 -61.04		  7.67   	 -55.95		
 12.51   	 12.21   	 61.87   	 640.89		 63.56   	 -66.12		  7.45   	 -25.43		
 15.87   	 15.87   	 64.44   	 457.78		 63.30   	 -61.04		  7.34   	 -25.43		
 17.70   	 17.70   	 66.27   	 300.10		 63.05   	 -61.04		  7.24   	 -40.69		
 20.14   	 20.45   	 67.47   	 183.11		 62.81   	 -66.12		  7.08   	 -61.04		
 26.55   	 26.55   	 68.20   	  76.30		 62.54   	 -61.04		  6.84   	 -55.95		
 35.40   	 35.40   	 68.50   	   5.09		 62.30   	 -66.12		  6.61   	 -25.43		
 43.95   	 43.64   	 68.52   	 -40.69		 62.03   	 -61.04		  6.51   	 -10.17		
 50.35   	 50.05   	 68.36   	 -40.69		 61.79   	 -61.04		  6.47   	 -25.43		
 55.24   	 54.93   	 68.20   	 -15.26		 61.55   	 -66.12		  6.37   	 -40.69		
 61.04   	 61.04   	 68.14   	  25.43		 61.28   	 -66.12		  6.21   	 -35.61		
 70.19   	 70.50   	 68.24   	  86.47		 61.02   	 -61.04		  6.06   	 -15.26		
 82.70   	 83.01   	 68.59   	 157.68		 60.77   	 -61.04		  6.00   	  -5.09		
 98.27   	 98.57   	 69.22   	 228.89		 60.53   	 -61.04		  5.98   	   5.09		
115.97   	115.97   	 70.13   	 305.19		 60.28   	 -45.78		  6.00   	   5.09		
135.50   	135.19   	 71.35   	 361.14		 60.10   	 -40.69		  6.02   	 -10.17		
155.94   	155.94   	 72.80   	 406.92		 59.94   	 -15.26		  5.98   	   0.00		
177.31   	177.61   	 74.42   	 447.61		 59.88(D)	   5.09		  5.98   	   0.00		
199.28   	199.89   	 76.22   	 462.87		 59.90   	  40.69		  5.98   	   5.09		
221.56   	222.47   	 78.07   	 462.87		 60.06   	  81.38		  6.00   	   0.00		
243.23   	243.84   	 79.92   	 447.61		 60.39   	 132.25		  6.00   	  -5.09		
263.06   	263.67   	 81.71   	 422.18		 60.92   	 178.03		  5.98   	   5.09		
280.46   	280.76   	 83.40   	 376.40		 61.63   	 239.06		  6.00   	   0.00		
294.49   	294.49   	 84.90   	 330.62		 62.58   	 295.01		  6.00   	 -15.26		
304.87   	304.87   	 86.23   	 264.50		 63.76   	 447.61		  5.94   	 -30.52		
312.50   	312.50   	 87.28   	 208.54		 65.55   	 493.39		  5.82   	 -10.17		
311.28   	311.28   	 88.12   	 157.68		 67.53   	 523.90		  5.78   	 -10.17		
307.01   	306.70   	 88.75   	 122.07		 69.62   	 559.51		  5.74   	 -10.17		
299.38   	298.77   	 89.24   	  86.47		 71.86   	 579.86		  5.70   	 -15.26		
285.03   	284.42   	 89.58   	  71.21		 74.18   	 600.20		  5.64   	 -15.26		
262.15   	261.54   	 89.87   	  61.04		 76.58   	 605.29		  5.57   	   0.00		
230.71   	230.41   	 90.11   	  55.95		 79.00   	 615.46		  5.57   	   5.09		
195.01   	195.01   	 90.34   	  66.12		 81.46   	 610.37		  5.60   	   0.00		
158.08   	158.39   	 90.60   	  76.30		 83.91   	 600.20		  5.60   	   0.00		
123.29   	123.60   	 90.91   	  91.56		 86.31   	 579.86		  5.60   	  10.17		
 91.55   	 91.86   	 91.27   	 101.73		 88.63   	 564.60		  5.64   	  20.35		
 64.70   	 65.00   	 91.68   	 111.90		 90.88   	 534.08		  5.72   	  20.35		
 42.72   	 43.03   	 92.13   	 122.07		 93.02   	 503.56		  5.80   	  20.35		
 26.25   	 26.55   	 92.61   	 127.16		 95.04   	 467.95		  5.88   	  30.52		
 13.73   	 14.04   	 93.12   	 127.16		 96.91   	 427.26		  6.00   	  30.52		
  4.58   	  4.88   	 93.63   	 122.07		 98.62   	 391.66		  6.12   	  25.43		
 -1.53   	 -1.53   	 94.12   	 111.90		100.18   	 340.79		  6.23   	  15.26		
 -5.19   	 -5.49   	 94.57   	  91.56		101.55   	 305.19		  6.29   	  15.26		
 -7.63   	 -7.93   	 94.93   	  76.30		102.77   	 254.32		  6.35   	  30.52		
 -9.16   	 -9.46   	 95.24   	  50.86		103.78   	 218.72		  6.47   	  20.35		
-10.99   	-10.99   	 95.44   	  30.52		104.66   	 178.03		  6.55   	  25.43		
-12.82   	-12.51   	 95.56   	   5.09		105.37   	 142.42		  6.65   	  20.35		
-14.34   	-14.04   	 95.58(S)	 -15.26		105.94   	 106.82		  6.73   	  10.17		
-16.48   	-15.87   	 95.52   	 -30.52		106.37   	  76.30		  6.78   	  10.17		
-19.23   	-18.62   	 95.40   	 -45.78		106.67   	  55.95		  6.82   	  10.17		
-23.50   	-22.89   	 95.22   	 -55.95		106.90   	  30.52		  6.86   	  15.26		
-27.77   	-27.47   	 94.99   	 -61.04		107.02   	  10.17		  6.92   	  20.35		
-31.43   	-31.13   	 94.75   	 -66.12		107.06(S)	  -5.09		  7.00   	  20.35		
-33.87   	-33.87   	 94.49   	 -66.12		107.04   	 -15.26		  7.08   	  20.35		
-34.79   	-34.48   	 94.22   	 -61.04		106.98   	 -20.35		  7.16   	  25.43		
-34.48   	-34.18   	 93.98   	 -66.12		106.90   	 -30.52		  7.26   	  20.35		
-32.65   	-32.04   	 93.71   	 -76.30		106.77   	 -40.69		  7.34   	  10.17		
-31.13   	-30.52   	 93.41   	 -81.38		106.61   	 -35.61		  7.39   	   5.09		
-30.52   	-29.91   	 93.08   	-106.82		106.47   	 -45.78		  7.41   	  15.26		
-31.43   	-31.13   	 92.65   	-142.42		106.29   	 -50.86		  7.47   	  25.43		
-31.74   	-31.74   	 92.09   	-188.20		106.08   	 -50.86		  7.57   	  20.35		
-30.21   	-30.52   	 91.33   	-254.32		105.88   	 -61.04		  7.65   	   5.09		
-26.25   	-26.86   	 90.32   	-320.45		105.64   	 -66.12		  7.67   	   5.09		
-21.36   	-21.97   	 89.03   	-422.18		105.37   	 -81.38		  7.69   	   5.09		
-17.70   	-18.01   	 87.34   	-528.99		105.05   	 -91.56		  7.71   	  10.17		
-15.87   	-16.17   	 85.23   	-645.98		104.68   	-101.73		  7.75   	  30.52		
-15.56   	-15.56   	 82.64   	-773.14		104.27   	-122.07		  7.87   	  35.61		
-15.26   	-14.95   	 79.55   	-905.39		103.78   	-132.25		  8.02   	  40.69		
-12.82   	-12.21   	 75.93   	-1027.46		103.25   	-152.59		  8.18   	  50.86		
 -8.24   	 -7.93   	 71.82   	-1124.11		102.64   	-162.77		  8.38   	  45.78		
 -2.14   	 -1.83   	 67.32   	-1205.49		101.99   	-183.11		  8.57   	  35.61		
  3.66   	  3.66   	 62.50   	-1246.18		101.26   	-193.29		  8.71   	  25.43		
  7.32   	  7.32   	 57.52   	-1256.35		100.49   	-203.46		  8.81   	  25.43		
  8.85   	  9.16   	 52.49   	-1230.92		 99.67   	-213.63		  8.91   	  15.26		
  9.46   	  9.77   	 47.57   	-1174.97		 98.82   	-223.80		  8.97   	   0.00		
 11.29   	 11.90   	 42.87   	-1108.85		 97.92   	-233.98		  8.97   	 -10.17		
 14.65   	 15.26   	 38.43   	-1017.29		 96.99   	-239.06		  8.93   	   0.00		
 18.62   	 18.92   	 34.36   	-915.56		 96.03   	-249.24		  8.93   	  15.26		
 22.28   	 22.58   	 30.70   	-803.66		 95.04   	-254.32		  8.99   	  20.35		
 25.02   	 25.33   	 27.49   	-696.84		 94.02   	-254.32		  9.07   	   0.00		
 25.63   	 25.94   	 24.70   	-584.94		 93.00   	-264.50		  9.07   	 -10.17		
 23.19   	 23.50   	 22.36   	-483.21		 91.94   	-264.50		  9.03   	 -15.26		
 17.40   	 17.70   	 20.43   	-391.66		 90.88   	-264.50		  8.97   	   0.00		
  9.77   	 10.07   	 18.86   	-315.36		 89.83   	-264.50		  8.97   	  15.26		
  3.66   	  3.66   	 17.60   	-249.24		 88.77   	-259.41		  9.03   	  15.26		
  1.83   	  1.83   	 16.60   	-203.46		 87.73   	-249.24		  9.09   	  15.26		
  4.27   	  3.97   	 15.79   	-162.77		 86.73   	-244.15		  9.16   	   5.09		
  7.93   	  7.63   	 15.14   	-137.33		 85.76   	-228.89		  9.18(V)	   0.00		
 10.68   	 10.38   	 14.59   	-127.16		 84.84   	-218.72		  9.18   	  -5.09		
 11.60   	 11.29   	 14.08   	-116.99		 83.97   	-203.46		  9.16   	  -5.09		
 11.29   	 10.99   	 13.61   	-127.16		 83.15   	-188.20		  9.14   	  -5.09		
