SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
104.37   	246.28   	 46.63   	 106.82		 29.30   	 -15.26		
109.86   	258.79   	 47.06   	 122.07		 29.24   	 -15.26		
115.05   	270.69   	 47.55   	 122.07		 29.18   	   0.00		
119.93   	281.07   	 48.04   	 122.07		 29.18   	   0.00		
124.21   	289.92   	 48.52   	 122.07		 29.18   	   5.09		
127.56   	296.33   	 49.01   	 116.99		 29.20   	  10.17		
129.39   	299.38   	 49.48   	 111.90		 29.24   	  10.17		
129.39   	297.24   	 49.93   	  96.64		 29.28   	   0.00		
127.56   	289.31   	 50.32   	 101.73		 29.28   	   0.00		
123.60   	274.96   	 50.72   	 111.90		 29.28   	   0.00		
117.49   	254.21   	 51.17   	 127.16		 29.28   	 -10.17		
108.34   	228.27   	 51.68   	 127.16		 29.24   	 -15.26		
 96.13   	197.45   	 52.19   	 132.25		 29.18   	 -15.26		
 81.79   	163.27   	 52.72   	 142.42		 29.11   	 -25.43		
 65.92   	126.34   	 53.29   	 137.33		 29.01   	 -25.43		
 49.74   	 87.59   	 53.83   	 142.42		 28.91   	 -20.35		
 33.87   	 49.44   	 54.40   	 142.42		 28.83   	 -30.52		
 19.53   	 13.43   	 54.97   	 142.42		 28.71   	 -25.43		
  7.02   	-18.01   	 55.54   	 142.42		 28.61   	 -35.61		
 -3.36   	-44.25   	 56.11   	 137.33		 28.46   	 -30.52		
-12.21   	-65.31   	 56.66   	 147.51		 28.34   	 -25.43		
-19.23   	-82.40   	 57.25   	 142.42		 28.24   	 -35.61		
-25.63   	-96.44   	 57.82   	 152.59		 28.10   	 -35.61		
-30.21   	-108.03   	 58.43   	 152.59		 27.96   	 -40.69		
-33.26   	-116.88   	 59.04   	 147.51		 27.79   	 -45.78		
-34.79   	-123.29   	 59.63   	 137.33		 27.61   	 -50.86		
-35.40   	-128.17   	 60.18   	 132.25		 27.41   	 -61.04		
-36.62   	-131.84   	 60.71   	 137.33		 27.16   	 -76.30		
-39.37   	-135.19   	 61.26   	 127.16		 26.86   	 -76.30		
-43.33   	-138.55   	 61.77   	 127.16		 26.55   	 -96.64		
-47.61   	-141.91   	 62.28   	 127.16		 26.16   	-106.82		
-50.96   	-144.35   	 62.79   	 132.25		 25.74   	-127.16		
-52.19   	-145.87   	 63.32   	 111.90		 25.23   	-147.51		
-51.88   	-145.87   	 63.76   	 111.90		 24.64   	-157.68		
-50.35   	-144.65   	 64.21   	 111.90		 24.01   	-172.94		
-49.44   	-143.13   	 64.66   	 101.73		 23.32   	-188.20		
-48.83   	-141.30   	 65.07   	  91.56		 22.56   	-208.54		
-48.52   	-139.77   	 65.43   	  86.47		 21.73   	-198.37		
-48.22   	-138.24   	 65.78   	  86.47		 20.94   	-172.94		
-47.91   	-136.72   	 66.12   	  76.30		 20.24   	-183.11		
-47.61   	-135.50   	 66.43   	  76.30		 19.51   	-223.80		
-47.30   	-134.58   	 66.73   	  76.30		 18.62   	-239.06		
-47.00   	-133.67   	 67.04   	  71.21		 17.66   	-228.89		
-46.39   	-133.36   	 67.32   	  55.95		 16.74   	-213.63		
-45.47   	-132.75   	 67.55   	  45.78		 15.89   	-213.63		
-43.95   	-131.23   	 67.73   	  45.78		 15.04   	-223.80		
-42.11   	-129.70   	 67.91   	  40.69		 14.14   	-223.80		
-39.67   	-127.56   	 68.08   	  20.35		 13.25   	-218.72		
-37.84   	-125.73   	 68.16   	  10.17		 12.37   	-193.29		
-36.62   	-124.51   	 68.20   	   0.00		 11.60   	-167.85		
-36.01   	-123.90   	 68.20   	   5.09		 10.93   	-162.77		
-36.01   	-123.90   	 68.22   	   5.09		 10.27   	-142.42		
-36.32   	-124.51   	 68.24(S)	 -10.17		  9.70   	-127.16		
-36.93   	-124.82   	 68.20   	  -5.09		  9.20   	-122.07		
-37.23   	-125.12   	 68.18   	 -15.26		  8.71   	-132.25		
-37.54   	-124.51   	 68.12   	 -30.52		  8.18   	-167.85		
-37.54   	-123.29   	 68.00   	 -35.61		  7.51   	-203.46		
-37.23   	-122.07   	 67.85   	 -40.69		  6.69   	-239.06		
-37.23   	-121.15   	 67.69   	 -45.78		  5.74   	-279.75		
-37.23   	-120.85   	 67.51   	 -55.95		  4.62   	-295.01		
-36.93   	-120.24   	 67.28   	 -71.21		  3.44   	-295.01		
-36.32   	-118.71   	 67.00   	 -76.30		  2.26   	-274.67		
-35.10   	-116.58   	 66.69   	 -76.30		  1.16   	-228.89		
-34.18   	-114.14   	 66.39   	 -76.30		  0.24   	-183.11		
-33.87   	-112.61   	 66.08   	 -66.12		 -0.49   	-116.99		
-34.48   	-112.30   	 65.82   	 -55.95		 -0.96   	 -55.95		
-35.40   	-113.53   	 65.59   	 -45.78		 -1.18(D)	  10.17		
-36.93   	-115.05   	 65.41   	 -40.69		 -1.14   	  76.30		
-38.76   	-116.27   	 65.25   	 -30.52		 -0.83   	 116.99		
-40.28   	-116.58   	 65.13   	 -30.52		 -0.37   	 147.51		
-40.59   	-115.97   	 65.00   	 -40.69		  0.22   	 157.68		
-39.98   	-115.05   	 64.84   	 -45.78		  0.85   	 162.77		
-38.76   	-113.83   	 64.66   	 -50.86		  1.51   	 152.59		
-37.54   	-113.22   	 64.46   	 -61.04		  2.12   	 132.25		
-36.32   	-112.30   	 64.21   	 -66.12		  2.64   	 101.73		
-34.79   	-111.08   	 63.95   	 -71.21		  3.05   	  71.21		
-32.65   	-109.25   	 63.66   	 -66.12		  3.34   	  45.78		
-30.52   	-107.12   	 63.40   	 -66.12		  3.52   	  20.35		
-28.99   	-105.59   	 63.13   	 -66.12		  3.60   	  -5.09		
-28.38   	-104.68   	 62.87   	 -66.12		  3.58   	 -25.43		
-28.99   	-104.06   	 62.60   	 -61.04		  3.48   	 -30.52		
-30.21   	-103.76   	 62.36   	 -50.86		  3.36   	 -40.69		
-31.74   	-103.45   	 62.16   	 -55.95		  3.19   	 -30.52		
-33.26   	-103.76   	 61.93   	 -50.86		  3.07   	 -40.69		
-34.48   	-103.45   	 61.73   	 -50.86		  2.91   	 -40.69		
-34.79   	-103.15   	 61.53   	 -50.86		  2.75   	 -40.69		
-34.18   	-102.84   	 61.32   	 -50.86		  2.58   	 -30.52		
-33.57   	-102.54   	 61.12   	 -55.95		  2.46   	 -30.52		
-33.26   	-102.84   	 60.89   	 -55.95		  2.34   	 -20.35		
-33.87   	-103.45   	 60.67   	 -55.95		  2.26   	 -15.26		
-35.10   	-103.76   	 60.45   	 -55.95		  2.20   	 -10.17		
-36.32   	-103.76   	 60.22   	 -50.86		  2.16   	   0.00		
-36.32   	-104.68   	 60.02   	 -50.86		  2.16   	  15.26		
-35.71   	-106.20   	 59.82   	 -50.86		  2.22   	  25.43		
-34.48   	-108.03   	 59.61   	 -50.86		  2.32   	  35.61		
-33.26   	-108.64   	 59.41   	 -50.86		  2.46   	  40.69		
-32.65   	-108.03   	 59.21   	 -55.95		  2.62   	  50.86		
-33.26   	-106.20   	 58.98   	 -50.86		  2.83   	  61.04		
-34.18   	-104.68   	 58.78   	 -55.95		  3.07   	  66.12		
-35.10   	-104.06   	 58.56   	 -50.86		  3.34   	  61.04		
-35.10   	-104.98   	 58.35   	 -45.78		  3.58   	  66.12		
-34.18   	-105.59   	 58.17   	 -40.69		  3.85   	  55.95		
-31.74   	-105.29   	 58.01   	 -40.69		  4.07   	  55.95		
-28.69   	-103.15   	 57.84   	 -40.69		  4.29   	  35.61		
-24.72   	-100.10   	 57.68   	 -45.78		  4.44   	  25.43		
-20.14   	-97.66   	 57.50   	 -40.69		  4.54   	  10.17		
-14.95   	-96.13   	 57.33   	 -45.78		  4.58   	   0.00		
 -9.16   	-95.52   	 57.15   	 -40.69		  4.58   	 -10.17		
 -2.75   	-93.08   	 56.99   	 -45.78		  4.54   	 -15.26		
  5.80   	-86.06   	 56.81   	 -45.78		  4.48   	 -30.52		
 17.70   	-73.85   	 56.62   	 -45.78		  4.35   	 -35.61		
 35.10   	-56.76   	 56.44   	 -50.86		  4.21   	 -25.43		
 57.98   	-37.23   	 56.24   	 -40.69		  4.11   	 -25.43		
 83.01   	-19.23   	 56.07   	 -40.69		  4.01   	 -15.26		
103.15   	 -8.54   	 55.91   	 -45.78		  3.95   	  -5.09		
111.39   	 -8.85   	 55.73   	 -40.69		  3.93   	   5.09		
102.84   	-21.06   	 55.56   	 -45.78		  3.95   	  15.26		
 80.26   	-43.33   	 55.38   	 -40.69		  4.01   	  30.52		
 51.88   	-69.58   	 55.22   	 -40.69		  4.13   	  40.69		
 26.25   	-94.30   	 55.06   	 -35.61		  4.29   	  45.78		
  7.02   	-112.30   	 54.91   	 -40.69		  4.48   	  45.78		
 -8.54   	-121.15   	 54.75   	 -40.69		  4.66   	  40.69		
-25.33   	-121.46   	 54.59   	 -40.69		  4.82   	  50.86		
-44.86   	-117.49   	 54.43   	 -45.78		  5.03   	  45.78		
-63.48   	-113.83   	 54.24   	 -35.61		  5.21   	  40.69		
-75.07   	-112.92   	 54.10   	 -40.69		  5.37   	  30.52		
-77.21   	-115.36   	 53.94   	 -35.61		  5.49   	  25.43		
-73.85   	-118.10   	 53.79   	 -35.61		  5.60   	  15.26		
-70.50   	-119.93   	 53.65   	 -40.69		  5.66   	  10.17		
-71.11   	-120.54   	 53.49   	 -35.61		  5.70   	  10.17		
-74.16   	-120.85   	 53.35   	 -30.52		  5.74   	   5.09		
-77.21   	-121.46   	 53.22   	 -30.52		  5.76   	  -5.09		
-77.82   	-122.38   	 53.10   	 -35.61		  5.74   	 -10.17		
-76.29   	-122.38   	 52.96   	 -35.61		  5.70   	 -10.17		
-74.46   	-121.15   	 52.82   	 -40.69		  5.66   	  -5.09		
-72.63   	-119.32   	 52.65   	 -30.52		  5.64   	  -5.09		
-71.11   	-117.19   	 52.53   	 -30.52		  5.62   	  -5.09		
-69.58   	-115.05   	 52.41   	 -35.61		  5.60   	  -5.09		
-68.36   	-113.22   	 52.27   	 -35.61		  5.57   	 -10.17		
-67.14   	-111.69   	 52.13   	 -35.61		  5.53   	   0.00		
-66.22   	-110.17   	 51.98   	 -40.69		  5.53   	   0.00		
-65.31   	-108.95   	 51.82   	 -30.52		  5.53   	   5.09		
-64.09   	-107.12   	 51.70   	 -35.61		  5.55   	   0.00		
-61.95   	-104.98   	 51.56   	 -35.61		  5.55   	   0.00		
-58.90   	-102.84   	 51.41   	 -35.61		  5.55   	  10.17		
-56.15   	-100.71   	 51.27   	 -35.61		  5.60   	  10.17		
-54.32   	-99.18   	 51.13   	 -30.52		  5.64   	  10.17		
-53.41   	-97.96   	 51.01   	 -25.43		  5.68   	  15.26		
-53.71   	-96.74   	 50.91   	 -30.52		  5.74   	  10.17		
-54.63   	-95.21   	 50.78   	 -25.43		  5.78   	  15.26		
-55.24   	-94.30   	 50.68   	 -30.52		  5.84   	  20.35		
-54.63   	-94.60   	 50.56   	 -30.52		  5.92   	  20.35		
-53.41   	-100.40   	 50.44   	 -30.52		  6.00   	  15.26		
-51.57   	-119.32   	 50.32   	 -30.52		  6.06   	  15.26		
-48.22   	-155.03   	 50.19   	 -25.43		  6.12   	  10.17		
-36.93   	-195.01   	 50.09   	 -25.43		  6.16   	  10.17		
 -1.83   	-204.77   	 49.99   	 -25.43		  6.21   	  10.17		
 81.48   	-135.19   	 49.89   	 -25.43		  6.25   	   5.09		
235.90   	 54.93   	 49.79   	 -35.61		  6.27   	   5.09		
465.39   	379.03   	 49.64   	 -25.43		  6.29   	   0.00		
736.08   	822.75   	 49.54   	 -20.35		  6.29   	   0.00		
972.29   	1342.47   	 49.46   	 -25.43		  6.29   	   0.00		
1080.63   	1846.31   	 49.36   	 -30.52		  6.29   	 -10.17		
685.42   	2178.96(R)	 49.24   	 -30.52		  6.25   	 -10.17		
242.61   	1754.46   	 49.11   	 -25.43		  6.21   	 -10.17		
-205.69   	1006.16   	 49.01   	 -20.35		  6.16   	 -10.17		
-527.34   	203.25   	 48.93   	 -20.35		  6.12   	 -15.26		
-647.89   	-355.22   	 48.85   	 -25.43		  6.06(E)	   0.00		
-583.19   	-526.73   	 48.75   	 -20.35		  6.06   	  10.17		
-418.09   	-395.51   	 48.67   	 -25.43		  6.10   	  15.26		
-250.55   	-173.95   	 48.57   	 -20.35		  6.16   	  10.17		
-138.55   	-39.06   	 48.48   	 -25.43		  6.21   	  15.26		
-87.28   	-34.79   	 48.38   	 -30.52		  6.27   	  20.35		
-72.02   	-95.52   	 48.26   	 -25.43		  6.35   	  25.43		
-66.83   	-139.47   	 48.16   	 -25.43		  6.45   	  30.52		
-60.73   	-136.11   	 48.06   	 -25.43		  6.57   	  30.52		
-54.02   	-106.51   	 47.96   	 -30.52		  6.69   	  40.69		
-50.05   	-81.79   	 47.83   	 -25.43		  6.86   	  50.86		
-48.52   	-75.68   	 47.73   	 -25.43		  7.06   	  76.30		
-47.91   	-82.40   	 47.63   	 -20.35		  7.37   	 106.82		
-46.39   	-90.33   	 47.55   	 -20.35		  7.79   	 137.33		
-44.56   	-92.16   	 47.47   	 -15.26		  8.34   	 162.77		
-42.11   	-86.98   	 47.41   	 -15.26		  8.99   	 183.11		
-39.98   	-79.35   	 47.34   	 -15.26		  9.73   	 208.54		
-38.15   	-74.16   	 47.28   	 -15.26		 10.56   	 239.06		
-37.54   	-72.02   	 47.22   	 -15.26		 11.52   	 259.41		
-36.93   	-71.11   	 47.16   	 -25.43		 12.55   	 254.32		
-35.71   	-68.66   	 47.06   	 -20.35		 13.57   	 300.10		
-31.74   	-59.51   	 46.98   	 -25.43		 14.77   	 300.10		
-30.52   	-55.54   	 46.88   	 -20.35		 15.97   	 295.01		
-29.30   	-52.80   	 46.80   	 -20.35		 17.15   	 269.58		
-27.47   	-50.05   	 46.71   	 -20.35		 18.23   	 254.32		
-25.33   	-46.39   	 46.63   	 -15.26		 19.25   	 239.06		
-21.97   	-40.59   	 46.57   	 -20.35		 20.20   	 218.72		
-18.31   	-33.57   	 46.49   	 -15.26		 21.08   	 203.46		
-14.95   	-26.25   	 46.43   	 -20.35		 21.89   	 178.03		
-12.21   	-20.45   	 46.35   	 -15.26		 22.60   	 157.68		
-10.38   	-16.17   	 46.29   	 -15.26		 23.23   	 137.33		
 -8.54   	-12.82   	 46.23   	 -15.26		 23.78   	 122.07		
 -6.71   	 -8.54   	 46.16   	 -20.35		 24.27   	 106.82		
 -4.58   	 -3.05   	 46.08   	 -20.35		 24.70   	  91.56		
 -2.75   	  3.36   	 46.00   	  -5.09		 25.07   	  86.47		
 -1.83   	  9.77   	 45.98   	  -5.09		 25.41   	  86.47		
 -0.92   	 15.26   	 45.96   	 -10.17		 25.76   	  91.56		
  0.31   	 20.45   	 45.92   	 -30.52		 26.12   	 101.73		
  2.75   	 25.63   	 45.80   	 -20.35		 26.53   	 111.90		
  5.49   	 31.43   	 45.72   	 -10.17		 26.98   	 127.16		
  8.85   	 37.54   	 45.68   	 -10.17		 27.49   	 142.42		
 11.29   	 43.33   	 45.64   	 -15.26		 28.06   	 147.51		
 13.43   	 49.74   	 45.57   	 -15.26		 28.65   	 147.51		
 15.26   	 56.76   	 45.51   	 -15.26		 29.24   	 137.33		
 17.09   	 63.78   	 45.45   	  -5.09		 29.79   	 127.16		
 19.84   	 71.11   	 45.43   	 -10.17		 30.29   	  86.47		
 27.47   	 85.14   	 45.39   	 -15.26		 30.64   	  55.95		
 32.35   	 92.77   	 45.33   	 -20.35		 30.86   	  35.61		
 38.15   	101.62   	 45.25   	 -20.35		 31.01   	  10.17		
 43.64   	111.69   	 45.17   	 -15.26		 31.05(S)	 -10.17		
 48.52   	121.77   	 45.11   	 -10.17		 31.01   	 -35.61		
 53.41   	132.75   	 45.07   	  -5.09		 30.86   	 -40.69		
 57.98   	143.74   	 45.05   	  -5.09		 30.70   	 -50.86		
 62.26   	155.33   	 45.03(D)	   5.09		 30.50   	 -45.78		
 66.53   	167.54   	 45.05   	   5.09		 30.32   	 -50.86		
 70.19   	180.36   	 45.07   	  25.43		 30.11   	 -45.78		
 74.16   	193.18   	 45.17   	  40.69		 29.93   	 -40.69		
 78.74   	206.60   	 45.33   	  55.95		 29.77   	 -30.52		
 84.23   	220.34   	 45.55   	  81.38		 29.64   	 -30.52		
 90.64   	234.07   	 45.88   	 101.73		 29.52   	 -20.35		
 96.74   	246.58   	 46.29   	 132.25		 29.44   	 -10.17		
101.93   	257.87   	 46.82   	 142.42		 29.40   	 -10.17		
106.20   	267.64   	 47.39   	 142.42		 29.36   	  -5.09		
109.56   	275.88   	 47.96   	 137.33		 29.34   	  -5.09		
112.92   	283.51   	 48.50   	 127.16		 29.32   	   0.00		
116.88   	289.61   	 49.01   	 116.99		 29.32   	   0.00		
120.85   	293.58   	 49.48   	 106.82		 29.32   	   0.00		
123.90   	292.97   	 49.91   	 101.73		 29.32   	 -10.17		
124.82   	286.56   	 50.32   	 106.82		 29.28   	  -5.09		
122.38   	273.13   	 50.74   	 111.90		 29.26   	 -10.17		
115.97   	252.38   	 51.19   	 122.07		 29.22   	 -15.26		
105.90   	224.91   	 51.68   	 142.42		 29.16   	 -20.35		
 93.08   	191.96   	 52.25   	 152.59		 29.07   	 -15.26		
 77.51   	155.64   	 52.86   	 152.59		 29.01   	 -20.35		
 61.04   	118.10   	 53.47   	 142.42		 28.93   	 -20.35		
 43.33   	 80.57   	 54.04   	 127.16		 28.85   	 -25.43		
 26.55   	 44.25   	 54.55   	 132.25		 28.75   	 -25.43		
 11.29   	  9.77   	 55.08   	 142.42		 28.65   	 -20.35		
 -1.53   	-21.97   	 55.65   	 142.42		 28.57   	 -25.43		
-11.29   	-49.13   	 56.22   	 142.42		 28.46   	 -25.43		
-18.92   	-71.72   	 56.79   	 147.51		 28.36   	 -25.43		
-25.94   	-89.42   	 57.38   	 152.59		 28.26   	 -25.43		
-32.35   	-103.45   	 57.99   	 157.68		 28.16   	 -35.61		
-38.15   	-115.05   	 58.62   	 147.51		 28.02   	 -35.61		
-42.11   	-124.21   	 59.21   	 152.59		 27.87   	 -45.78		
-44.86   	-131.23   	 59.82   	 157.68		 27.69   	 -45.78		
-46.08   	-136.41   	 60.45   	 157.68		 27.51   	 -61.04		
-47.30   	-139.77   	 61.08   	 142.42		 27.26   	 -71.21		
-49.13   	-142.52   	 61.65   	 142.42		 26.98   	 -86.47		
-51.27   	-144.96   	 62.22   	 162.77		 26.63   	 -96.64		
-52.80   	-146.79   	 62.87   	 167.85		 26.25   	-111.90		
-53.41   	-147.40   	 63.54   	 101.73		 25.80   	-132.25		
-52.80   	-146.18   	 63.95   	  71.21		 25.27   	-147.51		
-51.88   	-144.04   	 64.23   	 116.99		 24.68   	-162.77		
-51.88   	-142.21   	 64.70   	 147.51		 24.03   	-172.94		
-53.10   	-142.21   	 65.29   	 106.82		 23.34   	-188.20		
-54.93   	-144.04   	 65.72   	  76.30		 22.58   	-208.54		
-56.46   	-146.18   	 66.02   	 101.73		 21.75   	-223.80		
-56.15   	-147.09   	 66.43   	 137.33		 20.85   	-188.20		
-55.24   	-145.57   	 66.98   	 122.07		 20.10   	-172.94		
-54.32   	-142.21   	 67.47   	  76.30		 19.41   	-203.46		
-54.02   	-139.47   	 67.77   	  55.95		 18.60   	-239.06		
-54.32   	-138.24   	 68.00   	  50.86		 17.64   	-244.15		
-54.32   	-138.85   	 68.20   	  55.95		 16.66   	-223.80		
-53.71   	-139.47   	 68.42   	  50.86		 15.77   	-208.54		
-52.49   	-138.85   	 68.63   	  35.61		 14.93   	-213.63		
-50.66   	-136.41   	 68.77   	  25.43		 14.08   	-228.89		
-49.74   	-133.06   	 68.87   	  30.52		 13.16   	-223.80		
-49.74   	-130.00   	 68.99   	  25.43		 12.27   	-198.37		
-50.05   	-128.48   	 69.09   	  25.43		 11.48   	-178.03		
-50.05   	-128.17   	 69.20   	  30.52		 10.76   	-157.68		
-49.74   	-128.78   	 69.32(S)	  -5.09		 10.13   	-142.42		
-49.13   	-129.39   	 69.30   	 -15.26		  9.56   	-137.33		
-48.22   	-129.09   	 69.24   	 -10.17		  9.01   	-127.16		
-47.30   	-127.87   	 69.20   	 -10.17		  8.50   	-127.16		
-46.39   	-126.34   	 69.16   	 -25.43		  8.00   	-152.59		
-45.78   	-125.12   	 69.05   	 -50.86		  7.39   	-198.37		
-45.47   	-124.21   	 68.85   	 -61.04		  6.59   	-233.98		
-45.17   	-124.21   	 68.61   	 -61.04		  5.66   	-264.50		
-45.17   	-123.90   	 68.36   	 -71.21		  4.60   	-284.84		
-44.56   	-123.60   	 68.08   	 -81.38		  3.46   	-279.75		
-43.95   	-122.99   	 67.75   	 -86.47		  2.34   	-264.50		
-43.64   	-122.99   	 67.41   	 -96.64		  1.28   	-223.80		
-43.64   	-123.60   	 67.02   	-111.90		  0.39   	-178.03		
-43.95   	-123.90   	 66.57   	-122.07		 -0.33   	-122.07		
-44.25   	-123.29   	 66.08   	 -96.64		 -0.81   	 -50.86		
-43.95   	-122.07   	 65.70   	 -86.47		 -1.02(D)	  15.26		
-43.03   	-120.54   	 65.35   	 -96.64		 -0.96   	  66.12		
-42.72   	-119.93   	 64.96   	 -96.64		 -0.69   	 116.99		
-42.72   	-120.54   	 64.58   	 -66.12		 -0.22   	 142.42		
-42.42   	-121.15   	 64.31   	 -35.61		  0.35   	 152.59		
-41.81   	-121.15   	 64.17   	 -25.43		  0.96   	 152.59		
-40.59   	-119.63   	 64.07   	 -30.52		  1.57   	 142.42		
-39.37   	-117.80   	 63.95   	 -30.52		  2.14   	 122.07		
-39.06   	-116.58   	 63.82   	 -35.61		  2.62   	 101.73		
-39.67   	-116.88   	 63.68   	 -45.78		  3.03   	  66.12		
-40.89   	-117.49   	 63.50   	 -20.35		  3.30   	  35.61		
-41.20   	-117.49   	 63.42   	   0.00		  3.44   	  15.26		
-41.20   	-116.27   	 63.42   	   5.09		  3.50   	  -5.09		
-40.28   	-113.53   	 63.44   	 -20.35		  3.48   	 -15.26		
-39.37   	-111.08   	 63.36   	 -66.12		  3.42   	 -30.52		
-38.76   	-109.56   	 63.09   	-106.82		  3.30   	 -30.52		
-39.06   	-109.56   	 62.67   	-106.82		  3.17   	 -25.43		
-39.67   	-110.17   	 62.24   	-106.82		  3.07   	 -35.61		
-40.28   	-111.08   	 61.81   	-106.82		  2.93   	 -30.52		
-40.59   	-111.39   	 61.38   	-111.90		  2.81   	 -35.61		
-40.28   	-111.39   	 60.94   	-116.99		  2.67   	 -35.61		
-39.67   	-111.08   	 60.47   	-101.73		  2.52   	 -30.52		
-39.06   	-111.08   	 60.06   	 -76.30		  2.40   	 -25.43		
-38.15   	-111.08   	 59.76   	 -71.21		  2.30   	 -20.35		
-37.23   	-110.78   	 59.47   	 -66.12		  2.22   	  -5.09		
-35.40   	-109.56   	 59.21   	 -61.04		  2.20   	   0.00		
-33.57   	-107.73   	 58.96   	 -50.86		  2.20   	  10.17		
-32.04   	-106.20   	 58.76   	 -40.69		  2.24   	  20.35		
-31.43   	-105.29   	 58.60   	 -45.78		  2.32   	  35.61		
-31.74   	-105.29   	 58.41   	 -30.52		  2.46   	  40.69		
-32.65   	-104.98   	 58.29   	 -15.26		  2.62   	  55.95		
-33.26   	-104.06   	 58.23   	  -5.09		  2.85   	  55.95		
-32.96   	-102.84   	 58.21   	 -10.17		  3.07   	  61.04		
-32.35   	-102.54   	 58.17   	 -10.17		  3.32   	  61.04		
-32.35   	-102.54   	 58.13   	 -10.17		  3.56   	  71.21		
-32.96   	-103.15   	 58.09   	  -5.09		  3.85   	  71.21		
-33.87   	-102.84   	 58.07   	 -15.26		  4.13   	  55.95		
-34.18   	-101.01   	 58.01   	 -35.61		  4.35   	  50.86		
-32.65   	-98.57   	 57.86   	 -61.04		  4.56   	  35.61		
-28.99   	-97.35   	 57.62   	 -66.12		  4.70   	  25.43		
-23.50   	-97.96   	 57.35   	 -76.30		  4.80   	  10.17		
-17.09   	-99.18   	 57.05   	 -66.12		  4.84   	  -5.09		
-10.38   	-98.88   	 56.79   	 -71.21		  4.82   	 -25.43		
 -2.44   	-94.60   	 56.50   	 -61.04		  4.72   	 -35.61		
  8.24   	-84.53   	 56.26   	 -40.69		  4.58   	 -35.61		
 23.50   	-69.27   	 56.09   	 -40.69		  4.44   	 -35.61		
 44.86   	-50.05   	 55.93   	 -35.61		  4.29   	 -35.61		
 70.80   	-30.21   	 55.79   	 -30.52		  4.15   	 -25.43		
 95.21   	-14.95   	 55.67   	 -40.69		  4.05   	 -15.26		
109.86   	 -9.46   	 55.50   	 -45.78		  3.99   	   0.00		
107.73   	-17.09   	 55.32   	 -45.78		  3.99   	  15.26		
 88.20   	-36.01   	 55.14   	 -45.78		  4.05   	  25.43		
 58.59   	-62.26   	 54.95   	 -40.69		  4.15   	  35.61		
 29.91   	-88.81   	 54.79   	 -35.61		  4.29   	  40.69		
  7.93   	-109.56   	 54.65   	 -15.26		  4.46   	  45.78		
 -8.24   	-121.77   	 54.59   	  -5.09		  4.64   	  50.86		
-23.80   	-124.82   	 54.57   	 -15.26		  4.84   	  45.78		
-41.81   	-122.38   	 54.51   	 -20.35		  5.03   	  40.69		
-60.42   	-119.02   	 54.43   	 -15.26		  5.19   	  35.61		
-74.16   	-118.10   	 54.36   	 -25.43		  5.33   	  30.52		
-78.74   	-120.24   	 54.26   	 -35.61		  5.45   	  25.43		
-75.99   	-122.99   	 54.12   	 -55.95		  5.55   	  15.26		
-71.11   	-124.51   	 53.90   	 -55.95		  5.62   	   5.09		
-68.66   	-123.60   	 53.67   	 -55.95		  5.64   	   5.09		
-69.27   	-121.46   	 53.45   	 -50.86		  5.66   	   0.00		
-71.41   	-120.54   	 53.24   	 -55.95		  5.66   	   0.00		
-72.33   	-121.15   	 53.02   	 -50.86		  5.66   	  -5.09		
-71.72   	-122.38   	 52.82   	 -40.69		  5.64   	 -10.17		
-70.19   	-122.99   	 52.65   	 -25.43		  5.60   	  -5.09		
-68.66   	-122.07   	 52.55   	 -30.52		  5.57   	  -5.09		
-66.83   	-119.93   	 52.43   	 -25.43		  5.55   	  -5.09		
-65.00   	-117.49   	 52.33   	 -25.43		  5.53   	   0.00		
-62.87   	-115.36   	 52.23   	 -25.43		  5.53   	  -5.09		
-61.04   	-114.14   	 52.13   	 -25.43		  5.51   	   0.00		
-60.12   	-113.22   	 52.02   	 -30.52		  5.51   	   5.09		
-60.12   	-112.00   	 51.90   	 -25.43		  5.53   	   5.09		
-60.73   	-110.78   	 51.80   	 -25.43		  5.55   	  10.17		
-61.34   	-109.25   	 51.70   	 -45.78		  5.60   	   5.09		
-61.34   	-108.03   	 51.52   	 -50.86		  5.62   	  15.26		
-60.12   	-106.81   	 51.31   	 -30.52		  5.68   	  10.17		
-58.59   	-104.98   	 51.19   	 -15.26		  5.72   	  20.35		
-56.15   	-102.23   	 51.13   	 -15.26		  5.80   	  20.35		
-54.32   	-98.57   	 51.07   	 -30.52		  5.88   	  15.26		
-52.80   	-93.99   	 50.95   	 -40.69		  5.94   	  20.35		
-51.88   	-90.64   	 50.78   	 -40.69		  6.02   	  20.35		
-51.88   	-89.42   	 50.62   	 -20.35		  6.10   	  15.26		
-51.88   	-93.69   	 50.54   	 -30.52		  6.16   	  15.26		
-51.57   	-108.95   	 50.42   	 -40.69		  6.23   	  10.17		
-49.74   	-140.08   	 50.25   	 -50.86		  6.27   	  10.17		
-42.11   	-181.88   	 50.05   	 -40.69		  6.31   	  10.17		
-15.87   	-206.91   	 49.89   	 -25.43		  6.35   	   5.09		
 50.05   	-169.68   	 49.79   	 -25.43		  6.37   	   0.00		
