SAMPLE NUMBER:   14
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
-591.13   	 64.39   	  0.83   	  10.17		
-472.41   	  2.75   	  0.87   	  10.17		
-337.22   	-74.77   	  0.92   	  10.17		
-242.00   	-159.61   	  0.96   	   5.09		
-200.50   	-220.34   	  0.98   	   0.00		
-187.99   	-234.99   	  0.98   	   0.00		
-169.98   	-208.13   	  0.98   	   0.00		
-129.70   	-161.44   	  0.98   	   0.00		
-77.21   	-115.66   	  0.98   	  10.17		
-32.35   	-79.65   	  1.02   	  10.17		
 -8.24   	-55.24   	  1.06   	   5.09		
 -4.27   	-41.81   	  1.08   	  10.17		
 -9.46   	-37.84   	  1.12   	  10.17		
-13.12   	-39.37   	  1.16   	  20.35		
 -9.77   	-40.89   	  1.24   	  45.78		
 -0.92   	-39.67   	  1.42   	  66.12		
  8.24   	-36.32   	  1.69   	  91.56		
 14.04   	-32.96   	  2.05   	 111.90		
 15.56   	-31.13   	  2.50   	 132.25		
 15.56   	-29.91   	  3.03   	 172.94		
 16.48   	-27.77   	  3.72   	 300.10		
 25.33   	-18.01   	  4.92   	 325.53		
 30.82   	-11.90   	  6.23   	 330.62		
 35.40   	 -7.32   	  7.55   	 305.19		
 38.15   	 -3.97   	  8.77   	 264.50		
 39.67   	 -1.83   	  9.83   	 233.98		
 40.28   	  0.31   	 10.76   	 193.29		
 41.20   	  3.05   	 11.54   	 178.03		
 42.11   	  6.10   	 12.25   	 172.94		
 43.64   	 10.07   	 12.94   	 167.85		
 46.08   	 15.26   	 13.61   	 167.85		
 49.13   	 20.45   	 14.28   	 162.77		
 51.88   	 25.02   	 14.93   	 152.59		
 54.63   	 28.69   	 15.54   	 147.51		
 57.98   	 31.13   	 16.13   	 142.42		
 62.87   	 33.57   	 16.70   	 137.33		
 69.27   	 37.23   	 17.25   	 142.42		
 77.21   	 41.50   	 17.82   	 147.51		
 85.14   	 45.47   	 18.41   	 142.42		
 92.47   	 47.91   	 18.98   	 137.33		
 97.96   	 48.22   	 19.53   	 137.33		
101.32   	 47.30   	 20.08   	 132.25		
103.15   	 46.08   	 20.61   	 106.82		
104.37   	 46.39   	 21.04   	 101.73		
105.90   	 47.61   	 21.44   	  81.38		
108.64   	 50.05   	 21.77   	  55.95		
116.27   	 54.93   	 21.99   	  40.69		
118.71   	 57.98   	 22.16   	  10.17		
119.32   	 62.26   	 22.20(S)	   0.00		
117.80   	 67.75   	 22.20   	 -20.35		
114.14   	 72.63   	 22.12   	 -25.43		
107.12   	 75.38   	 22.01   	 -50.86		
 97.35   	 74.46   	 21.81   	 -50.86		
 85.14   	 70.50   	 21.61   	 -55.95		
 72.33   	 65.61   	 21.38   	 -61.04		
 61.04   	 61.34   	 21.14   	 -55.95		
 52.19   	 57.68   	 20.92   	 -66.12		
 44.86   	 53.41   	 20.65   	 -55.95		
 37.23   	 47.61   	 20.43   	 -50.86		
 28.08   	 39.98   	 20.22   	 -61.04		
 17.09   	 31.74   	 19.98   	 -50.86		
  5.49   	 24.11   	 19.78   	 -50.86		
 -5.49   	 17.40   	 19.57   	 -45.78		
-13.73   	 11.90   	 19.39   	 -50.86		
-19.84   	  7.02   	 19.19   	 -50.86		
-24.41   	  2.44   	 18.98   	 -55.95		
-27.47   	 -0.92   	 18.76   	 -61.04		
-28.69   	 -3.05   	 18.51   	 -61.04		
-27.77   	 -3.66   	 18.27   	 -71.21		End----------
-24.11   	 -2.44   	 17.99   	 -76.30		
-19.23   	  0.31   	 17.68   	 -76.30		
-15.26   	  4.27   	 17.38   	 -76.30		
-13.12   	  8.54   	 17.07   	 -81.38		
-12.82   	 12.51   	 16.74   	 -91.56		
-13.12   	 15.26   	 16.38   	-101.73		
-13.73   	 15.87   	 15.97   	-101.73		
-14.65   	 14.95   	 15.56   	-122.07		
-15.87   	 13.43   	 15.08   	-142.42		
-16.48   	 12.51   	 14.51   	-147.51		
-15.56   	 13.12   	 13.92   	-162.77		
-12.82   	 15.56   	 13.27   	-178.03		
 -7.93   	 20.14   	 12.55   	-183.11		
 -2.75   	 25.33   	 11.82   	-203.46		
  0.61   	 29.30   	 11.01   	-213.63		
  1.22   	 30.82   	 10.15   	-213.63		
 -0.61   	 29.91   	  9.30   	-208.54		
 -4.27   	 27.77   	  8.46   	-223.80		
 -7.63   	 25.94   	  7.57   	-223.80		
 -9.16   	 25.63   	  6.67   	-213.63		
 -7.93   	 26.55   	  5.82   	-218.72		
 -3.97   	 28.38   	  4.94   	-208.54		
  2.14   	 31.13   	  4.11   	-203.46		
  8.54   	 33.57   	  3.30   	-203.46		
 14.04   	 36.01   	  2.48   	-193.29		
 18.62   	 39.06   	  1.71   	-183.11		
 22.89   	 45.17   	  0.98   	-167.85		
 28.38   	 55.54   	  0.31   	-147.51		
 36.62   	 72.02   	 -0.28   	-137.33		
 47.00   	 93.38   	 -0.83   	-122.07		
 58.90   	115.36   	 -1.32   	-111.90		
 70.19   	134.28   	 -1.77   	-101.73		
 79.35   	148.62   	 -2.18   	 -91.56		
 85.75   	159.00   	 -2.54   	 -86.47		
 89.72   	166.63   	 -2.89   	 -76.30		
 93.08   	173.65   	 -3.19   	 -66.12		
 96.13   	179.44   	 -3.46   	 -61.04		
 98.57   	183.41   	 -3.70   	 -61.04		
 99.79   	186.46   	 -3.95   	 -55.95		
100.10   	189.21   	 -4.17   	 -50.86		
 99.79   	189.82   	 -4.37   	 -40.69		
 99.79   	184.33   	 -4.54   	 -35.61		
 99.18   	167.85   	 -4.68   	 -25.43		
 96.44   	139.77   	 -4.78   	 -15.26		
 91.86   	104.98   	 -4.84   	 -15.26		
 86.67   	 72.63   	 -4.90   	  10.17		
 82.09   	 49.44   	 -4.86   	   0.00		
 79.04   	 37.23   	 -4.86   	   5.09		
 76.90   	 32.35   	 -4.84   	  15.26		
 76.60   	 30.21   	 -4.78   	   5.09		
 78.43   	 27.77   	 -4.76   	  10.17		
 82.70   	 25.02   	 -4.72   	  15.26		
 88.81   	 23.19   	 -4.66   	  15.26		
 94.60   	 23.19   	 -4.60   	  10.17		
 98.88   	 24.41   	 -4.56   	  25.43		
100.71   	 25.63   	 -4.46   	  20.35		
100.71   	 25.63   	 -4.37   	  20.35		
100.71   	 22.89   	 -4.29   	  20.35		
101.93   	 15.56   	 -4.21   	  30.52		
105.29   	  6.71   	 -4.09   	  25.43		
111.69   	  6.41   	 -3.99   	  30.52		
124.21   	 29.30   	 -3.87   	  35.61		
149.23   	 90.94   	 -3.72   	  25.43		
190.73   	201.11   	 -3.62   	  35.61		
246.58   	357.67   	 -3.48   	  30.52		
299.07   	539.86   	 -3.36   	  30.52		
318.60   	701.60   	 -3.23   	  30.52		
272.52   	785.22(R)	 -3.11   	  25.43		
-55.54   	603.64   	 -3.01   	  25.43		
-271.00   	408.33   	 -2.91   	  15.26		
-436.71   	241.39   	 -2.85   	  10.17		
-500.79   	141.30   	 -2.81   	   5.09		
-457.15   	 89.42   	 -2.79   	  -5.09		
-347.29   	 39.37   	 -2.81   	  -5.09		
-233.76   	-34.79   	 -2.83   	 -10.17		
-159.30   	-117.80   	 -2.87   	  -5.09		
-128.17   	-172.12   	 -2.89   	 -10.17		
-116.58   	-176.09   	 -2.93   	  -5.09		
-96.74   	-140.38   	 -2.95   	   5.09		
-58.29   	-91.25   	 -2.93   	  10.17		
-12.21   	-49.13   	 -2.89   	  10.17		
 25.02   	-19.53   	 -2.85   	  25.43		
 44.25   	 -0.31   	 -2.75   	  40.69		
 47.30   	 10.68   	 -2.58   	  55.95		
 43.03   	 15.87   	 -2.36   	  61.04		
 39.98   	 17.09   	 -2.12   	  66.12		
 42.11   	 18.31   	 -1.85   	  71.21		
 47.00   	 19.84   	 -1.57   	  81.38		
 50.96   	 20.45   	 -1.24   	  86.47		
 52.19   	 18.62   	 -0.90   	  96.64		
 50.96   	 15.87   	 -0.51   	 111.90		
 50.66   	 14.95   	 -0.06   	 132.25		
 52.80   	 18.01   	  0.47   	 213.63		
 62.26   	 32.65   	  1.32   	 259.41		
 66.83   	 40.89   	  2.36   	 284.84		
 71.41   	 47.61   	  3.50   	 310.27		
 75.38   	 52.19   	  4.74   	 325.53		
 79.04   	 55.24   	  6.04   	 330.62		
 82.09   	 57.68   	  7.37   	 320.45		
 84.23   	 59.81   	  8.65   	 310.27		
 86.36   	 62.26   	  9.89   	 295.01		
 89.42   	 64.39   	 11.07   	 269.58		
 93.38   	 66.53   	 12.15   	 249.24		
 98.27   	 69.27   	 13.14   	 228.89		
103.45   	 73.24   	 14.06   	 223.80		
107.73   	 77.51   	 14.95   	 228.89		
110.78   	 80.87   	 15.87   	 208.54		
112.00   	 82.70   	 16.70   	 183.11		
113.22   	 82.40   	 17.44   	 152.59		
115.36   	 80.87   	 18.05   	 132.25		
119.93   	 80.57   	 18.58   	 106.82		
126.34   	 81.48   	 19.00   	  96.64		
131.84   	 82.70   	 19.39   	  81.38		
134.89   	 83.01   	 19.72   	  71.21		
134.89   	 81.48   	 20.00   	  66.12		
133.97   	 78.74   	 20.26   	  55.95		
133.97   	 76.29   	 20.49   	  55.95		
135.80   	 74.46   	 20.71   	  50.86		
137.02   	 71.11   	 20.92   	  35.61		
133.06   	 68.66   	 21.06   	  35.61		
126.65   	 66.53   	 21.20   	  30.52		
119.02   	 65.00   	 21.32   	  10.17		
111.39   	 65.00   	 21.36   	   5.09		
102.54   	 65.92   	 21.38   	  -5.09		
 91.55   	 67.44   	 21.36   	  -5.09		
 77.82   	 68.66   	 21.34   	 -20.35		
 62.26   	 67.75   	 21.26   	 -30.52		
 45.78   	 63.78   	 21.14   	 -35.61		
 29.30   	 56.76   	 21.00   	 -40.69		
 13.12   	 47.00   	 20.83   	 -45.78		
 -1.83   	 36.01   	 20.65   	 -40.69		
-15.87   	 25.33   	 20.49   	 -45.78		
-27.77   	 15.26   	 20.31   	 -45.78		
-37.23   	  6.41   	 20.12   	 -40.69		
-43.95   	 -0.61   	 19.96   	 -35.61		
-48.22   	 -5.19   	 19.82   	 -40.69		
-50.66   	 -7.63   	 19.65   	 -30.52		
-52.19   	 -8.85   	 19.53   	 -30.52		
-53.41   	-10.68   	 19.41   	 -40.69		
-54.02   	-13.43   	 19.25   	 -30.52		
-54.32   	-16.17   	 19.13   	 -35.61		
-54.32   	-18.62   	 18.98   	 -40.69		
-53.71   	-20.45   	 18.82   	 -40.69		
-52.80   	-21.67   	 18.66   	 -40.69		
-52.19   	-23.19   	 18.49   	 -45.78		
-52.49   	-25.33   	 18.31   	 -50.86		
-54.02   	-27.47   	 18.11   	 -61.04		
-56.46   	-28.99   	 17.86   	 -71.21		
-58.59   	-29.91   	 17.58   	 -81.38		
-60.42   	-30.52   	 17.25   	-101.73		
-60.73   	-31.74   	 16.85   	-116.99		
-60.73   	-33.87   	 16.38   	-142.42		
-60.42   	-36.93   	 15.81   	-162.77		
-60.12   	-39.37   	 15.16   	-167.85		
-58.59   	-40.28   	 14.49   	-172.94		
-55.85   	-39.37   	 13.79   	-172.94		
-52.49   	-37.54   	 13.10   	-183.11		
-50.35   	-36.93   	 12.37   	-183.11		
-51.27   	-37.84   	 11.64   	-178.03		
-54.63   	-39.67   	 10.93   	-167.85		
-59.20   	-40.89   	 10.25   	-167.85		
-63.17   	-41.50   	  9.58   	-167.85		
-65.61   	-41.20   	  8.91   	-167.85		
-66.83   	-41.81   	  8.24   	-157.68		
-67.14   	-43.64   	  7.61   	-167.85		
-67.75   	-45.78   	  6.94   	-178.03		
-68.36   	-45.78   	  6.23   	-172.94		
-67.14   	-41.50   	  5.53   	-167.85		
-63.48   	-31.13   	  4.86   	-183.11		
-57.07   	-14.04   	  4.13   	-188.20		
-49.44   	  7.63   	  3.38   	-178.03		
-42.72   	 28.99   	  2.67   	-172.94		
-38.15   	 45.78   	  1.97   	-172.94		
-35.71   	 56.76   	  1.28   	-162.77		
-34.18   	 62.87   	  0.63   	-147.51		
-32.04   	 67.14   	  0.04   	-137.33		
-29.60   	 72.63   	 -0.51   	-106.82		
-28.69   	 77.51   	 -0.94   	 -86.47		
-30.82   	 79.65   	 -1.28   	 -66.12		
-35.71   	 79.04   	 -1.55   	 -55.95		
-41.20   	 76.29   	 -1.77   	 -25.43		
-45.17   	 70.50   	 -1.87   	 -10.17		
-46.39   	 60.42   	 -1.91   	   0.00		
-46.39   	 42.72   	 -1.91   	  10.17		
-48.22   	 17.09   	 -1.87   	  20.35		
-53.10   	-13.12   	 -1.79   	  20.35		
-61.04   	-41.50   	 -1.71   	  30.52		
-70.80   	-63.48   	 -1.59   	  30.52		
-80.26   	-77.82   	 -1.46   	  30.52		
-87.59   	-86.36   	 -1.34   	  35.61		
-91.86   	-92.47   	 -1.20   	  30.52		
-93.08   	-97.96   	 -1.08   	  30.52		
-93.08   	-103.15   	 -0.96   	  25.43		
-93.08   	-106.81   	 -0.85   	  30.52		
-93.08   	-108.34   	 -0.73   	  20.35		
-93.38   	-107.73   	 -0.65   	  20.35		
-92.47   	-106.20   	 -0.57   	  25.43		
-90.33   	-106.81   	 -0.47   	  30.52		
-86.98   	-111.69   	 -0.35   	  35.61		
-82.40   	-121.77   	 -0.20   	  35.61		
-76.60   	-130.92   	 -0.06   	  40.69		
-66.83   	-126.95   	  0.10   	  45.78		
-48.83   	-94.30   	  0.28   	  35.61		
-16.17   	-17.70   	  0.43   	  40.69		
 34.18   	112.00   	  0.59   	  30.52		
 95.83   	289.00   	  0.71   	  25.43		
147.09   	483.40   	  0.81   	  30.52		
155.33   	639.95(R)	  0.94   	  20.35		
-59.20   	621.64   	  1.02   	  20.35		
-263.67   	442.20   	  1.10   	  25.43		
-463.87   	233.76   	  1.20   	  25.43		
-593.57   	 71.72   	  1.30   	  25.43		
-614.01   	-17.70   	  1.40   	  10.17		
-537.11   	-64.39   	  1.44   	  15.26		
-415.95   	-113.53   	  1.51   	   5.09		
-309.14   	-181.58   	  1.53   	  10.17		
-247.19   	-246.58   	  1.57   	  10.17		
-221.25   	-275.27   	  1.61   	  10.17		
-201.72   	-257.26   	  1.65   	  15.26		
-167.24   	-208.44   	  1.71   	  20.35		
-117.80   	-154.11   	  1.79   	  35.61		
-69.89   	-110.47   	  1.93   	  40.69		
-37.84   	-81.48   	  2.10   	  45.78		
-24.72   	-64.39   	  2.28   	  55.95		
-22.28   	-55.85   	  2.50   	  55.95		
-21.06   	-52.80   	  2.73   	  66.12		
-16.17   	-52.19   	  2.99   	  71.21		
-10.07   	-50.66   	  3.28   	  81.38		
 -6.71   	-48.22   	  3.60   	  96.64		
 -7.93   	-46.08   	  3.99   	 111.90		
-12.82   	-44.56   	  4.44   	 142.42		
-17.70   	-43.03   	  5.01   	 188.20		
-19.84   	-40.89   	  5.76   	 264.50		
-14.65   	-33.87   	  6.82   	 254.32		
-10.38   	-29.30   	  7.83   	 233.98		
 -7.32   	-25.33   	  8.77   	 233.98		
 -6.10   	-23.19   	  9.70   	 228.89		
 -6.10   	-23.19   	 10.62   	 228.89		
 -5.49   	-24.41   	 11.54   	 244.15		
 -3.66   	-25.33   	 12.51   	 254.32		
  0.31   	-23.50   	 13.53   	 254.32		
  5.49   	-18.62   	 14.55   	 254.32		
 11.29   	-11.90   	 15.56   	 254.32		
 16.78   	 -5.19   	 16.58   	 244.15		
 22.89   	  0.92   	 17.56   	 223.80		
 28.99   	  6.71   	 18.45   	 218.72		
 36.32   	 12.51   	 19.33   	 193.29		
 44.86   	 18.62   	 20.10   	 172.94		
 55.54   	 24.11   	 20.79   	 172.94		
 67.75   	 28.08   	 21.49   	 147.51		
 80.26   	 30.21   	 22.08   	 137.33		
 91.55   	 31.13   	 22.62   	 132.25		
100.40   	 31.74   	 23.15   	 116.99		
107.12   	 33.26   	 23.62   	 106.82		
112.61   	 35.71   	 24.05   	 111.90		
117.19   	 38.15   	 24.50   	 101.73		
122.07   	 39.67   	 24.90   	  91.56		
127.26   	 40.28   	 25.27   	  86.47		
138.85   	 41.20   	 25.62   	  71.21		
144.65   	 43.95   	 25.90   	  61.04		
149.23   	 47.91   	 26.14   	  45.78		
151.67   	 52.49   	 26.33   	  20.35		
151.37   	 56.46   	 26.41   	  10.17		
147.71   	 60.12   	 26.45   	  -5.09		
141.91   	 62.87   	 26.43   	 -25.43		
134.58   	 64.70   	 26.33   	 -25.43		
126.95   	 65.00   	 26.23   	 -45.78		
119.32   	 63.78   	 26.04   	 -61.04		
110.78   	 60.73   	 25.80   	 -55.95		
100.71   	 56.46   	 25.57   	 -61.04		
 88.81   	 50.66   	 25.33   	 -61.04		
 75.99   	 43.64   	 25.09   	 -66.12		
 63.48   	 36.62   	 24.82   	 -61.04		
 53.71   	 29.91   	 24.58   	 -50.86		
 46.69   	 24.11   	 24.37   	 -55.95		
 42.11   	 18.92   	 24.15   	 -50.86		
 38.45   	 13.43   	 23.95   	 -55.95		
 35.71   	  7.93   	 23.72   	 -50.86		
 33.87   	  1.83   	 23.52   	 -55.95		
 32.96   	 -3.97   	 23.30   	 -55.95		
 32.04   	 -9.46   	 23.07   	 -50.86		
 29.60   	-14.34   	 22.87   	 -55.95		
 25.94   	-17.70   	 22.64   	 -61.04		
 22.28   	-19.23   	 22.40   	 -55.95		
 20.75   	-18.31   	 22.18   	 -66.12		
 21.97   	-15.87   	 21.91   	 -71.21		
 23.50   	-13.43   	 21.63   	 -81.38		
 23.19   	-12.21   	 21.30   	 -86.47		
 19.84   	-12.82   	 20.96   	-101.73		
 14.65   	-14.34   	 20.55   	-116.99		
 10.38   	-15.87   	 20.08   	-127.16		
  8.24   	-17.09   	 19.57   	-157.68		
  8.24   	-17.70   	 18.94   	-178.03		
  9.46   	-18.92   	 18.23   	-193.29		
 10.68   	-21.06   	 17.46   	-208.54		
 11.60   	-23.19   	 16.62   	-218.72		
 12.21   	-24.72   	 15.75   	-218.72		
 11.90   	-25.02   	 14.87   	-218.72		
 11.29   	-24.41   	 14.00   	-218.72		
 10.38   	-23.19   	 13.12   	-218.72		
 10.07   	-23.50   	 12.25   	-213.63		
 10.07   	-24.72   	 11.39   	-213.63		
 10.07   	-27.16   	 10.54   	-203.46		
  8.85   	-30.21   	  9.73   	-208.54		
  6.71   	-33.26   	  8.89   	-203.46		
  3.36   	-35.40   	  8.08   	-198.37		
  0.00   	-36.62   	  7.28   	-193.29		
 -2.44   	-36.01   	  6.51   	-188.20		
 -3.05   	-33.26   	  5.76   	-183.11		
 -1.83   	-27.47   	  5.03   	-167.85		
  0.92   	-17.40   	  4.35   	-152.59		
  4.88   	 -2.75   	  3.74   	-147.51		
  9.77   	 14.65   	  3.15   	-142.42		
 15.56   	 32.35   	  2.58   	-127.16		
 21.97   	 47.00   	  2.08   	-122.07		
 28.38   	 57.07   	  1.59   	-111.90		
 33.26   	 62.87   	  1.14   	-101.73		
 35.40   	 66.22   	  0.73   	 -91.56		
 34.79   	 67.44   	  0.37   	 -76.30		
 31.74   	 67.14   	  0.06   	 -50.86		
 27.77   	 65.61   	 -0.14   	 -45.78		
 22.89   	 62.87   	 -0.33   	 -30.52		
 16.78   	 56.46   	 -0.45   	 -15.26		
 10.07   	 43.03   	 -0.51   	 -10.17		
  2.75   	 20.75   	 -0.55   	   0.00		
 -4.88   	-10.07   	 -0.55   	  15.26		
-12.21   	-43.64   	 -0.49   	  10.17		
-19.23   	-72.94   	 -0.45   	  15.26		
-25.63   	-93.38   	 -0.39   	  20.35		
-31.13   	-104.98   	 -0.31   	  20.35		
-35.71   	-111.39   	 -0.22   	  15.26		
-39.06   	-116.58   	 -0.16   	  10.17		
-40.59   	-122.07   	 -0.12   	  10.17		
-41.20   	-126.95   	 -0.08   	   0.00		
-41.50   	-129.39   	 -0.08   	   0.00		
-42.42   	-129.70   	 -0.08   	   5.09		
-45.17   	-130.00   	 -0.06   	   5.09		
-48.52   	-131.84   	 -0.04   	  10.17		
-51.88   	-136.41   	  0.00   	  10.17		
-53.10   	-144.65   	  0.04   	  15.26		
-51.57   	-156.86   	  0.10   	  15.26		
-47.00   	-169.07   	  0.16   	  25.43		
-37.84   	-169.68   	  0.26   	  25.43		
-19.23   	-144.35   	  0.37   	  25.43		
 14.95   	-77.21   	  0.47   	  30.52		
 68.05   	 40.28   	  0.59   	  30.52		
133.36   	204.47   	  0.71   	  20.35		
189.21   	390.63   	  0.79   	  25.43		
202.64   	550.23   	  0.90   	  15.26		
142.21   	625.61(R)	  0.96   	  10.17		
-213.01   	432.43   	  1.00   	  10.17		
-426.03   	241.39   	  1.04   	  10.17		
-575.26   	 78.74   	  1.08   	  15.26		
-614.32   	-24.72   	  1.14   	  10.17		
-547.79   	-87.89   	  1.18   	  15.26		
-425.42   	-148.62   	  1.24   	  15.26		
-308.84   	-223.39   	  1.30   	  10.17		
-234.99   	-293.58   	  1.34   	  10.17		
-200.81   	-328.37   	  1.38   	   5.09		
-179.14   	-315.86   	  1.40   	  15.26		
-146.18   	-269.78   	  1.46   	   5.09		
-99.18   	-214.84   	  1.49   	   5.09		
-53.41   	-169.37   	  1.51   	  20.35		
-25.33   	-139.47   	  1.59   	  25.43		
-18.31   	-124.21   	  1.69   	  10.17		
-23.50   	-119.93   	  1.73   	  10.17		
-28.99   	-120.85   	  1.77   	  30.52		
-27.47   	-122.07   	  1.89   	  40.69		
-19.53   	-119.63   	  2.05   	  61.04		
-10.38   	-114.44   	  2.30   	  76.30		
 -4.88   	-109.86   	  2.60   	  91.56		
 -4.58   	-107.73   	  2.97   	 101.73		
 -7.32   	-108.34   	  3.38   	 147.51		
 -9.46   	-109.56   	  3.97   	 193.29		
 -9.16   	-109.86   	  4.74   	 244.15		
 -2.75   	-105.90   	  5.72   	 269.58		
  0.61   	-102.54   	  6.80   	 310.27		
  2.44   	-98.57   	  8.04   	 295.01		
  3.97   	-94.30   	  9.22   	 279.75		
  6.10   	-89.72   	 10.34   	 284.84		
  9.77   	-84.84   	 11.48   	 254.32		
 14.95   	-79.65   	 12.49   	 244.15		
 20.45   	-74.77   	 13.47   	 233.98		
 25.63   	-70.19   	 14.40   	 218.72		
 30.52   	-66.22   	 15.28   	 203.46		
 36.01   	-62.87   	 16.09   	 188.20		
 42.11   	-59.81   	 16.85   	 157.68		
 49.44   	-56.76   	 17.48   	 152.59		
 57.98   	-53.10   	 18.09   	 147.51		
 66.83   	-48.52   	 18.68   	 142.42		
 75.99   	-43.03   	 19.25   	 122.07		
 84.23   	-38.45   	 19.74   	 132.25		
 90.33   	-35.40   	 20.26   	 142.42		
 93.38   	-35.10   	 20.83   	 132.25		
 94.30   	-36.32   	 21.36   	 132.25		
 94.60   	-38.15   	 21.89   	 132.25		
 95.52   	-39.67   	 22.42   	 137.33		
 97.96   	-39.98   	 22.97   	 127.16		
101.32   	-39.06   	 23.48   	 106.82		
104.68   	-36.32   	 23.91   	  91.56		
108.34   	-28.99   	 24.27   	  61.04		
106.20   	-26.55   	 24.52   	  40.69		
101.62   	-25.94   	 24.68   	  20.35		
 95.52   	-25.33   	 24.76   	 -10.17		
 88.50   	-24.11   	 24.72   	 -25.43		
 80.26   	-22.28   	 24.62   	 -45.78		
 70.19   	-21.06   	 24.44   	 -66.12		
 57.37   	-22.58   	 24.17   	 -66.12		
 42.72   	-27.47   	 23.91   	 -61.04		
 27.47   	-34.79   	 23.66   	 -71.21		
 12.82   	-43.33   	 23.38   	 -66.12		
  0.00   	-51.27   	 23.11   	 -50.86		
-10.68   	-58.59   	 22.91   	 -50.86		
-19.23   	-65.00   	 22.71   	 -35.61		
-25.94   	-70.80   	 22.56   	 -40.69		
-31.74   	-76.60   	 22.40   	 -40.69		
-37.23   	-82.09   	 22.24   	 -35.61		
-42.72   	-87.89   	 22.10   	 -30.52		
-47.91   	-93.99   	 21.97   	 -45.78		
-52.19   	-99.79   	 21.79   	 -45.78		
-55.24   	-104.37   	 21.61   	 -45.78		
-57.07   	-107.42   	 21.42   	 -45.78		
-57.68   	-109.25   	 21.24   	 -61.04		
-56.76   	-109.56   	 21.00   	 -61.04		
-54.93   	-108.64   	 20.75   	 -66.12		
-53.41   	-107.73   	 20.49   	 -71.21		
-53.10   	-106.81   	 20.20   	 -71.21		
-55.24   	-106.81   	 19.92   	 -86.47		
-59.20   	-107.73   	 19.57   	-106.82		
-62.56   	-108.34   	 19.15   	-101.73		
-63.17   	-107.73   	 18.74   	-116.99		
-60.42   	-104.68   	 18.27   	-137.33		
-56.15   	-100.71   	 17.72   	-152.59		
-52.80   	-97.05   	 17.11   	-167.85		
-51.88   	-95.52   	 16.44   	-198.37		
-53.41   	-96.13   	 15.65   	-203.46		
-55.24   	-97.96   	 14.83   	-208.54		
-56.15   	-99.49   	 14.00   	-218.72		
-55.54   	-99.18   	 13.12   	-213.63		
-54.02   	-97.66   	 12.27   	-203.46		
-52.80   	-95.83   	 11.45   	-198.37		
-51.88   	-94.30   	 10.66   	-203.46		
-51.27   	-93.08   	  9.85   	-188.20		
-50.35   	-92.16   	  9.09   	-188.20		
-49.44   	-90.64   	  8.34   	-188.20		
-47.91   	-89.11   	  7.59   	-178.03		
-46.39   	-87.28   	  6.88   	-172.94		
-44.25   	-85.45   	  6.19   	-172.94		
-41.50   	-82.70   	  5.49   	-167.85		
-38.76   	-77.21   	  4.82   	-152.59		
-36.01   	-67.44   	  4.21   	-157.68		
-33.26   	-51.88   	  3.58   	-152.59		
-28.99   	-30.52   	  2.97   	-147.51		
-21.67   	 -7.02   	  2.38   	-142.42		
-12.21   	 13.73   	  1.81   	-137.33		
 -2.75   	 28.99   	  1.26   	-122.07		
  5.19   	 38.15   	  0.77   	-116.99		
  9.46   	 43.33   	  0.31   	 -91.56		
 11.29   	 47.91   	 -0.06   	 -86.47		
 11.90   	 51.88   	 -0.41   	 -71.21		
 12.21   	 54.32   	 -0.69   	 -40.69		
 12.21   	 54.93   	 -0.85   	 -25.43		
 10.68   	 53.10   	 -0.96   	 -20.35		
  7.63   	 47.91   	 -1.04   	 -10.17		
  3.05   	 36.62   	 -1.08   	  -5.09		
 -1.83   	 17.09   	 -1.10   	   5.09		
 -7.63   	-11.90   	 -1.08   	   5.09		
-14.65   	-44.56   	 -1.06   	  10.17		
-21.97   	-73.55   	 -1.02   	  20.35		
-28.38   	-93.38   	 -0.94   	  15.26		
-32.04   	-103.45   	 -0.87   	  25.43		
-32.96   	-107.73   	 -0.77   	  20.35		
-32.35   	-110.17   	 -0.69   	  15.26		
-31.43   	-114.14   	 -0.63   	  20.35		
-32.04   	-118.41   	 -0.55   	  10.17		
-34.18   	-122.38   	 -0.51   	  10.17		
-36.62   	-124.51   	 -0.47   	   5.09		
-39.67   	-125.73   	 -0.45   	   5.09		
-41.81   	-126.34   	 -0.43   	  10.17		
-42.72   	-126.34   	 -0.39   	  15.26		
-42.11   	-127.87   	 -0.33   	  25.43		
-38.45   	-132.45   	 -0.22   	  25.43		
-31.74   	-138.24   	 -0.12   	  25.43		
-21.06   	-136.72   	 -0.02   	  30.52		
 -3.66   	-114.44   	  0.10   	  25.43		
 25.94   	-56.46   	  0.20   	  25.43		
 73.24   	 48.22   	  0.31   	  15.26		
137.63   	200.81   	  0.37   	  20.35		
202.33   	382.69   	  0.45   	  15.26		
234.99   	550.23   	  0.51   	  15.26		
198.67   	645.45(R)	  0.57   	  30.52		
-136.11   	498.35   	  0.69   	  35.61		
-364.99   	316.77   	  0.83   	  30.52		
-541.38   	153.81   	  0.96   	  30.52		
-607.91   	 47.00   	  1.08   	  30.52		
-556.95   	-16.78   	  1.20   	  20.35		
-433.96   	-75.99   	  1.28   	  10.17		
-306.40   	-151.06   	  1.32   	   5.09		
